record_time_s,sim_time_s,target_forward_speed_m_s,target_yaw_rate_rad_s,position_x_m,position_y_m,position_z_m,estimated_pitch_deg,truth_pitch_deg,estimated_pitch_rate_deg_s,truth_pitch_rate_deg_s,truth_yaw_deg,estimated_yaw_rate_deg_s,truth_yaw_rate_deg_s,estimated_forward_speed_m_s,truth_forward_speed_m_s,left_wheel_speed_rad_s,right_wheel_speed_rad_s,left_motor_torque_nm,right_motor_torque_nm,contact_count,controller_mode
0.002,13.112000000001048,0.0,0.0,-0.11342865382161697,1.4351563517192318e-06,0.15983500835149025,89.99046900416685,89.99046900416685,-4.232648597901455e-12,-4.235520924553124e-12,179.99855612158868,1.5777071008195056e-10,2.1785488975537278e-10,5.6856229374098294e-15,5.7016223705164334e-15,1.9686533987404576e-12,-2.1385604671385898e-12,0.0,0.0,8,UNCONFIGURED
0.01,13.12000000000105,0.0,0.0,-0.11342865382161708,1.4351563370898134e-06,0.15983500835149025,89.99046900416685,89.99046900416685,-4.214198271562125e-12,-4.2149770009571665e-12,179.99855612526176,-1.46826662389385e-10,-7.573080924427543e-12,5.609338632364386e-15,5.608910133148445e-15,7.253418569447569e-13,-8.94985211805361e-13,0.0,0.0,8,UNCONFIGURED
0.020000000000000004,13.130000000001054,0.0,0.0,-0.11342865382161722,1.435156319919733e-06,0.15983500835149025,89.99046900416685,89.99046900416685,-4.22205467657113e-12,-4.194792411224001e-12,179.99855612451057,2.367046267552242e-10,-3.4860476125124243e-10,5.641437717123881e-15,5.532125286049462e-15,1.3826028986344771e-12,-1.5521934841490262e-12,0.0,0.0,8,UNCONFIGURED
0.030000000000000013,13.140000000001058,0.0,0.0,-0.11342865382161736,1.4351563039185698e-06,0.15983500835149025,89.99046900416685,89.99046900416685,-4.217691516463599e-12,-4.211673982896439e-12,179.99855611873608,9.535157719199188e-11,1.7559409764718347e-10,5.632722157463761e-15,5.60749691129649e-15,3.743933167443484e-13,-5.439105292888445e-13,0.0,0.0,8,UNCONFIGURED
0.04000000000000002,13.15000000000106,0.0,0.0,-0.1134286538216175,1.4351562864770099e-06,0.15983500835149025,89.99046900416685,89.99046900416685,-4.214896480537945e-12,-4.220721121154453e-12,179.99855612041134,-1.5102369943825162e-10,-3.046648713154447e-11,5.6199100561049774e-15,5.635595987065486e-15,7.476533681815735e-13,-9.171133467638746e-13,0.0,0.0,8,UNCONFIGURED
0.05000000000000003,13.160000000001064,0.0,0.0,-0.11342865382161764,1.435156269480885e-06,0.15983500835149025,89.99046900416685,89.99046900416685,-4.219769660403994e-12,-4.194779613959702e-12,179.99855612115934,2.1595489599786613e-10,-3.8081345765564685e-10,5.629262664337376e-15,5.554529080563258e-15,1.4262515398334991e-12,-1.5956576905035958e-12,0.0,0.0,8,UNCONFIGURED
0.06000000000000004,13.170000000001068,0.0,0.0,-0.11342865382161778,1.4351562537067853e-06,0.15983500835149025,89.99046900416685,89.99046900416685,-4.2125438033899775e-12,-4.2132573282392835e-12,179.99855611665132,7.404325014131614e-11,1.5683407920326612e-10,5.6126825658428504e-15,5.6154998356754e-15,3.8799182176938906e-13,-5.573983453486707e-13,0.0,0.0,8,UNCONFIGURED
0.07000000000000005,13.18000000000107,0.0,0.0,-0.11342865382161792,1.4351562363765168e-06,0.15983500835149025,89.99046900416685,89.99046900416685,-4.199935952559577e-12,-4.201877679831352e-12,179.99855611956505,-1.7482853076332868e-10,-5.027239656726444e-11,5.565256661931889e-15,5.573640437311518e-15,7.719756252039192e-13,-9.414123119623046e-13,0.0,0.0,8,UNCONFIGURED
0.08000000000000006,13.190000000001074,0.0,0.0,-0.11342865382161806,1.4351562193893098e-06,0.15983500835149025,89.99046900416685,89.99046900416685,-4.217140125438332e-12,-4.135635732185388e-12,179.998556121291,2.0555821150290908e-10,-4.0602540402268057e-10,5.630754838858092e-15,5.3354527439385765e-15,1.468967652158908e-12,-1.6382882139218343e-12,0.0,0.0,8,UNCONFIGURED
0.09000000000000007,13.200000000001078,0.0,0.0,-0.1134286538216182,1.4351562035444468e-06,0.15983500835149025,89.99046900416685,89.99046900416685,-4.192486103565667e-12,-4.202079795650033e-12,179.99855611738926,6.37731578601476e-11,1.4967410942865856e-10,5.534072227904691e-15,5.570447623773139e-15,4.012024405009545e-13,-5.705796553588476e-13,0.0,0.0,8,UNCONFIGURED
0.10000000000000007,13.21000000000108,0.0,0.0,-0.11342865382161833,1.435156186005807e-06,0.15983500835149025,89.99046900416685,89.99046900416685,-4.160430895796256e-12,-4.1748237813083285e-12,179.9985561208964,-1.8812359455959961e-10,-5.953848082770694e-11,5.418637923576174e-15,5.470883914592095e-15,7.955878246126285e-13,-9.646935923960122e-13,0.0,0.0,8,UNCONFIGURED
0.11000000000000008,13.220000000001084,0.0,0.0,-0.11342865382161847,1.4351561687445336e-06,0.15983500835149025,89.99046900416685,89.99046900416685,-4.201740290604071e-12,-4.17071808667413e-12,179.99855612303818,2.0490300597657812e-10,-4.227305666825544e-10,5.575447182066854e-15,5.467309930758084e-15,1.5113466873362858e-12,-1.6797899778331064e-12,0.0,0.0,8,UNCONFIGURED
0.12000000000000009,13.230000000001088,0.0,0.0,-0.11342865382161861,1.4351561526020816e-06,0.15983500835149025,89.99046900416685,89.99046900416685,-4.2058225422497206e-12,-4.211055364427056e-12,179.99855611929397,6.107456917606271e-11,1.4967173821260743e-10,5.596776174306003e-15,5.609573062962205e-15,4.14408259652257e-13,-5.83461807991208e-13,0.0,0.0,8,UNCONFIGURED
0.1300000000000001,13.240000000001091,0.0,0.0,-0.11342865382161875,1.4351561346812406e-06,0.15983500835149025,89.99046900416685,89.99046900416685,-4.214040729969751e-12,-4.215424959302021e-12,179.99855612305979,-1.958505007756975e-10,-6.361377617240084e-11,5.609921654560286e-15,5.617597995697561e-15,8.193101761169572e-13,-9.881465921747151e-13,0.0,0.0,8,UNCONFIGURED
0.1400000000000001,13.250000000001094,0.0,0.0,-0.11342865382161889,1.435156117018077e-06,0.15983500835149025,89.99046900416685,89.99046900416685,-4.2243822174452245e-12,-4.244462053358302e-12,179.99855612536413,2.0846376316417848e-10,-4.353914379699957e-10,5.6577258206198495e-15,5.7481346755569284e-15,1.553782848254949e-12,-1.722445014642296e-12,0.0,0.0,8,UNCONFIGURED
0.1500000000000001,13.260000000001098,0.0,0.0,-0.11342865382161903,1.4351561004843263e-06,0.15983500835149025,89.99046900416685,89.99046900416685,-4.2319583220674516e-12,-4.227324395193854e-12,179.99855612158757,6.157999426508981e-11,1.5259815658015296e-10,5.693991057562159e-15,5.66833416113407e-15,4.276121223090612e-13,-5.968577303637839e-13,0.0,0.0,8,UNCONFIGURED
0.16000000000000011,13.270000000001101,0.0,0.0,-0.11342865382161917,1.4351560821093934e-06,0.15983500835149025,89.99046900416685,89.99046900416685,-4.215695648650971e-12,-4.221793797940442e-12,179.99855612556573,-2.0334806511916053e-10,-6.720174573492655e-11,5.618362692773594e-15,5.64970309400886e-15,8.430486997276722e-13,-1.0123416802839165e-12,0.0,0.0,8,UNCONFIGURED
0.17000000000000012,13.280000000001104,0.0,0.0,-0.1134286538216193,1.4351560661008066e-06,0.15983500835149025,89.99046900416685,89.99046900416685,-4.222665167872417e-12,-4.2271052562154325e-12,179.9985561196859,2.1307394532223575e-10,2.599754583163863e-10,5.651514210778112e-15,5.667744825700749e-15,1.5978664056571099e-12,-1.7670426006455082e-12,0.0,0.0,8,UNCONFIGURED
0.18000000000000013,13.290000000001108,0.0,0.0,-0.11342865382161944,1.4351560496137336e-06,0.15983500835149025,89.99046900416685,89.99046900416685,-4.2103184009472346e-12,-4.213088109497322e-12,179.99855611728705,3.9101289615276863e-11,1.3032216426884738e-10,5.6169008585523985e-15,5.626263418160761e-15,4.4199701511425467e-13,-6.112605132786837e-13,0.0,0.0,8,UNCONFIGURED
0.19000000000000014,13.300000000001111,0.0,0.0,-0.11342865382161958,1.4351560313937487e-06,0.15983500835149025,89.99046900416685,89.99046900416685,-4.204845711889392e-12,-4.218545192414396e-12,179.9985561228398,-2.3247680241032934e-10,-9.299985210099563e-11,5.5986964360646e-15,5.6633972098032835e-15,8.7124501098429e-13,-1.0401419972706117e-12,0.0,0.0,8,UNCONFIGURED
0.20000000000000015,13.310000000001114,0.0,0.0,-0.11342865382161972,1.4351560155857515e-06,0.15983500835149025,89.99046900416685,89.99046900416685,-4.220795766855789e-12,-4.222973010079537e-12,179.99855611814112,1.9579767440862844e-10,2.4473595458892396e-10,5.645359843880728e-15,5.641660698798612e-15,1.6482477512358154e-12,-1.817148286934631e-12,0.0,0.0,8,UNCONFIGURED
0.21000000000000016,13.320000000001118,0.0,0.0,-0.11342865382161986,1.435155999188012e-06,0.15983500835149025,89.99046900416685,89.99046900416685,-4.221294301960107e-12,-4.226701268919618e-12,179.9985561167423,2.224716564524276e-11,1.166510427080529e-10,5.679929577557484e-15,5.700316489388927e-15,4.576717919077049e-13,-6.266713491096081e-13,0.0,0.0,8,UNCONFIGURED
0.22000000000000017,13.330000000001121,0.0,0.0,-0.11342865382162,1.435155980905527e-06,0.15983500835149025,89.99046900416685,89.99046900416685,-4.2209421811549456e-12,-4.222467980670767e-12,179.99855612326797,-2.5232989713047196e-10,-1.0843489886341594e-10,5.6673676164360046e-15,5.666479697644247e-15,8.983780614318309e-13,-1.0672449072816974e-12,0.0,0.0,8,UNCONFIGURED
0.23000000000000018,13.340000000001124,0.0,0.0,-0.11342865382162014,1.4351559649947826e-06,0.15983500835149025,89.99046900416685,89.99046900416685,-4.228847149618493e-12,-4.2328783946083006e-12,179.99855611907608,1.902866931180366e-10,2.412228858997492e-10,5.68684021482789e-15,5.701989377213866e-15,1.6956060235041283e-12,-1.8643765682284744e-12,0.0,0.0,8,UNCONFIGURED
