#start mode=1 prof=3 force=0 gear=HEAVY kp=9600.0 kd=120.0 vkp=6200.0 vki=31.0 lb=7.5 ea=21.9 rms=0.0 dead=1500 vbat=11.1
#seq,gyro,ang_c,ml,mr,el,er,inj
3563,1878,-3,2600,2600,-5,-5,0
3565,2465,138,2600,2600,-1,-1,0
3566,2422,221,2600,2600,0,1,0
3567,1833,288,2600,2600,2,3,0
3568,575,316,2162,2162,3,4,0
3569,-651,303,-2189,-2189,6,6,0
3570,-1321,268,-2600,-2600,4,5,0
3572,-2052,164,-2600,-2600,1,1,0
3573,-2188,97,-2600,-2600,0,0,0
3574,-2153,22,-2600,-2600,-1,-2,0
3575,-1589,-39,-2600,-2600,-3,-4,0
3577,813,-45,1982,1982,-7,-7,0
3578,1394,-11,2600,2600,-6,-7,0
3579,1832,33,2600,2600,-6,-5,0
3580,2407,99,2600,2600,-3,-4,0
3581,2736,179,2600,2600,-2,-3,0
3583,2331,349,2600,2600,1,3,0
3584,1205,397,2600,2600,3,3,0
3585,-1,405,1607,1607,4,4,0
3586,-747,387,-2182,-2182,7,5,0
3587,-1202,358,-2600,-2600,5,6,0
3588,-1746,313,-2600,-2600,5,5,0
3590,-2442,169,-2600,-2600,1,1,0
3591,-2368,85,-2600,-2600,-1,-1,0
3592,-1573,23,-2600,-2600,-3,-4,0
3593,-228,5,-2040,-2040,-4,-4,0
3595,1496,59,2600,2600,-6,-6,0
3596,1942,107,2600,2600,-5,-4,0
3597,2496,179,2600,2600,-2,-2,0
3598,2660,259,2600,2600,-1,-1,0
3600,1898,415,2600,2600,2,2,0
3601,747,446,2554,2554,4,4,0
3602,-236,444,-1507,-1507,6,6,0
3603,-788,425,-2106,-2106,5,5,0
3604,-1183,396,-2508,-2508,7,6,0
3606,-2057,287,-2600,-2600,2,2,0
3607,-2108,223,-2600,-2600,1,1,0
3608,-2059,150,-2600,-2600,-1,-1,0
3609,-1427,93,-2600,-2600,-3,-3,0
3610,-104,78,-1781,-1781,-4,-4,0
3612,1606,141,2600,2600,-6,-5,0
3613,1997,193,2600,2600,-4,-3,0
3614,2362,260,2600,2600,-2,-1,0
3616,2465,420,2600,2600,2,2,0
3617,1693,482,2600,2600,2,4,0
3618,415,502,2281,2281,4,5,0
3619,-475,491,-1676,-1676,7,6,0
3620,-866,471,-2074,-2074,6,6,0
3621,-1227,441,-2459,-2459,6,6,0
3623,-2137,324,-2600,-2600,2,3,0
3624,-2142,257,-2600,-2600,0,1,0
3625,-2011,183,-2600,-2600,-1,-1,0
3626,-1098,134,-2600,-2600,-3,-3,0
3627,346,132,1835,1835,-5,-3,0
3628,1368,163,2600,2600,-5,-5,0
3630,2377,274,2600,2600,-3,-1,0
3631,2737,355,2600,2600,0,0,0
3632,2773,444,2600,2600,1,1,0
3633,2407,526,2600,2600,2,3,0
3634,1298,575,2600,2600,4,4,0
3635,92,585,2070,2070,5,5,0
3636,-584,571,-1648,-1648,6,7,0
3638,-1478,511,-2600,-2600,6,5,0
3639,-2055,448,-2600,-2600,4,4,0
3640,-2135,383,-2600,-2600,2,3,0
3641,-2108,310,-2600,-2600,0,0,0
3642,-1667,244,-2600,-2600,-2,0,0
3643,-460,213,-1922,-1922,-3,-3,0
3645,2036,284,2600,2600,-5,-3,0
3646,2620,353,2600,2600,-3,-3,0
3647,3043,441,2600,2600,-2,0,0
3648,3204,538,2600,2600,0,1,0
3649,3081,643,2600,2600,2,3,0
3650,2059,712,2600,2600,2,5,0
3651,917,746,2600,2600,5,7,0
3653,-28,762,2335,2335,7,8,0
3654,-497,753,1875,1875,7,10,0
3655,-1139,722,-1810,-1810,9,10,0
3656,-1554,677,-2254,-2254,9,10,0
3657,-1863,622,-2600,-2600,7,10,0
3658,-2093,556,-2600,-2600,6,8,0
3659,-2049,492,-2600,-2600,4,5,0
3661,-1136,372,-2128,-2128,0,2,0
3662,364,366,2554,2554,-2,0,0
3663,1406,401,2600,2600,-2,-1,0
3664,1855,451,2600,2600,-1,0,0
3665,2286,513,2600,2600,1,2,0
3666,2662,590,2600,2600,2,3,0
3667,2811,682,2600,2600,3,4,0
3668,2052,758,2600,2600,5,6,0
3669,146,766,2600,2600,6,7,0
3670,-605,741,1811,1811,7,8,0
3672,-660,720,1897,1897,8,9,0
3673,-1386,679,-1930,-1930,9,10,0
3674,-1686,622,-2284,-2284,9,9,0
3675,-1482,574,-2054,-2054,7,9,0
3676,-1361,531,-1942,-1942,7,7,0
3677,-1307,489,-1960,-1960,4,5,0
3679,-888,402,-1654,-1654,2,3,0
3680,48,387,2398,2398,2,3,0
3681,1168,418,2600,2600,1,1,0
3682,1680,466,2600,2600,3,4,0
3683,1824,516,2600,2600,4,4,0
3684,2031,579,2600,2600,5,5,0
3685,1838,649,2600,2600,6,7,0
3686,505,674,2600,2600,7,8,0
3687,-737,648,1807,1807,8,9,0
3688,-882,617,1693,1693,10,10,0
3690,-1301,563,-1747,-1747,9,10,0
3691,-1556,511,-2044,-2044,10,10,0
3692,-1408,465,-1888,-1888,9,8,0
3693,-1313,424,-1815,-1815,7,8,0
3694,-1282,381,-1869,-1869,5,5,0
3695,-1093,336,-1728,-1728,4,6,0
3696,-469,309,1952,1952,4,5,0
3698,580,323,2600,2600,4,4,0
3699,1061,350,2600,2600,5,6,0
3700,1418,390,2600,2600,8,7,0
3701,1495,449,2600,2600,8,8,0
3702,564,480,2600,2600,8,9,0
3703,-897,453,1687,1687,10,10,0
3704,-1576,401,-2098,-2098,10,12,0
3705,-1523,351,-2015,-2015,11,11,0
3706,-1395,316,-1876,-1876,9,9,0
3708,-1753,211,-2450,-2450,7,6,0
3709,-1666,151,-2458,-2458,4,6,0
3710,-1152,99,-1977,-1977,3,3,0
3711,192,91,2526,2526,2,1,0
3712,1485,133,2600,2600,1,1,0
3713,2028,191,2600,2600,3,3,0
3714,2206,253,2600,2600,4,5,0
3715,2345,325,2600,2600,7,6,0
3716,2089,405,2600,2600,6,6,0
3717,643,438,2600,2600,7,8,0
3718,-736,413,1776,1776,9,10,0
3720,-861,362,1722,1722,9,10,0
3721,-1312,327,-1795,-1795,10,10,0
3722,-1701,272,-2264,-2264,10,10,0
3723,-1641,219,-2220,-2220,9,9,0
3724,-1570,170,-2191,-2191,7,8,0
3725,-1524,117,-2234,-2234,6,5,0
3726,-1237,67,-1997,-1997,4,5,0
3727,-434,40,1852,1852,2,3,0
3728,743,56,2600,2600,2,2,0
3729,1603,102,2600,2600,2,1,0
3730,1980,159,2600,2600,4,4,0
3732,2253,294,2600,2600,6,7,0
3733,1775,365,2600,2600,7,7,0
3734,159,378,2600,2600,8,8,0
3735,-868,347,1653,1653,9,10,0
3736,-849,320,1744,1744,11,11,0
3737,-887,303,1743,1743,10,10,0
3738,-1425,262,-1869,-1869,11,11,0
3739,-1816,205,-2341,-2341,11,10,0
3741,-1746,93,-2367,-2367,7,8,0
3742,-1663,35,-2387,-2387,5,5,0
3743,-1271,-17,-2030,-2030,4,5,0
3744,-280,-40,2036,2036,2,2,0
3745,1046,-13,2600,2600,2,1,0
3746,1835,38,2600,2600,2,2,0
3747,2177,102,2600,2600,4,3,0
3748,2334,169,2600,2600,5,5,0
3749,2424,249,2600,2600,6,6,0
3750,1688,316,2600,2600,7,7,0
3752,-830,295,1721,1721,10,10,0
3753,-733,272,1899,1899,11,10,0
3754,-783,259,1899,1899,10,11,0
3755,-1452,215,-1904,-1904,10,9,0
3756,-1725,159,-2219,-2219,11,11,0
3757,-1635,107,-2144,-2144,9,9,0
3758,-1530,60,-2090,-2090,7,7,0
3759,-1500,11,-2140,-2140,6,6,0
3760,-1310,-40,-2015,-2015,5,5,0
3761,-562,-72,1768,1768,3,3,0
3763,1501,-14,2600,2600,4,2,0
3764,1740,34,2600,2600,4,5,0
3765,1898,88,2600,2600,6,5,0
3766,2038,159,2600,2600,7,7,0
3767,1323,216,2600,2600,7,8,0
3768,-347,211,2287,2287,9,9,0
3769,-1084,173,-1549,-1549,11,10,0
3771,-1151,118,-1558,-1558,9,11,0
3772,-1616,68,-2120,-2120,11,9,0
3773,-1766,12,-2335,-2335,9,9,0
3774,-1698,-41,-2319,-2319,7,8,0
3775,-1612,-94,-2307,-2307,6,6,0
3776,-1392,-148,-2168,-2168,4,4,0
3777,-576,-179,1700,1700,3,3,0
3778,797,-161,2600,2600,2,1,0
3779,1641,-113,2600,2600,2,2,0
3780,1868,-60,2600,2600,4,4,0
3781,2016,-5,2600,2600,5,5,0
3782,2204,70,2600,2600,7,6,0
3784,-224,135,2381,2381,9,9,0
3785,-977,101,1508,1508,9,9,0
3786,-899,76,1670,1670,11,11,0
3787,-1083,52,-1534,-1534,9,9,0
3788,-1646,1,-2185,-2185,11,11,0
3789,-1775,-54,-2380,-2380,9,8,0
3790,-1722,-107,-2375,-2375,7,8,0
3791,-1683,-161,-2426,-2426,6,5,0
3792,-1488,-219,-2316,-2316,4,4,0
3793,-646,-253,1565,1565,2,2,0
3794,792,-235,2600,2600,1,1,0
3795,1705,-185,2600,2600,1,0,0
3797,2164,-63,2600,2600,4,4,0
3798,2230,1,2600,2600,5,4,0
3799,2130,79,2600,2600,7,7,0
3800,923,124,2600,2600,7,6,0
3801,-651,107,1836,1836,8,9,0
3802,-1015,72,-1552,-1552,10,9,0
3803,-895,50,1642,1642,10,9,0
3804,-1257,19,-1782,-1782,9,8,0
3805,-1663,-33,-2265,-2265,9,10,0
3807,-1612,-136,-2310,-2310,7,5,0
3808,-1558,-190,-2337,-2337,5,5,0
3809,-1219,-241,-2052,-2052,3,3,0
3810,-233,-260,2042,2042,3,2,0
3811,1012,-232,2600,2600,1,1,0
3812,1614,-182,2600,2600,1,1,0
3813,1741,-135,2600,2600,3,3,0
3814,1927,-79,2600,2600,5,4,0
3815,1996,-14,2600,2600,6,5,0
3816,1570,51,2600,2600,6,7,0
3817,-82,60,2498,2498,8,8,0
3818,-1168,21,-1754,-1754,10,9,0
3819,-1232,-16,-1793,-1793,9,10,0
3820,-1294,-47,-1813,-1813,11,10,0
3822,-2089,-162,-2600,-2600,6,6,0
3823,-2068,-231,-2600,-2600,6,5,0
3824,-1760,-299,-2600,-2600,4,4,0
3825,-636,-332,1522,1522,1,1,0
3826,863,-310,2600,2600,0,0,0
3827,1571,-265,2600,2600,1,0,0
3828,1796,-215,2600,2600,2,2,0
3829,1963,-158,2600,2600,4,3,0
3830,2008,-94,2600,2600,5,5,0
3831,1634,-25,2600,2600,7,6,0
3832,68,-10,2594,2594,6,8,0
3833,-1150,-47,-1823,-1823,9,8,0
3835,-1260,-117,-1910,-1910,8,7,0
3836,-1753,-167,-2530,-2530,7,7,0
3837,-2009,-228,-2600,-2600,6,6,0
3838,-2020,-300,-2600,-2600,4,3,0
3839,-1446,-359,-2461,-2461,2,3,0
3840,81,-366,2262,2262,0,0,0
3841,1278,-327,2600,2600,-2,-2,0
3842,1550,-287,2600,2600,0,-1,0
3843,2022,-233,2600,2600,2,2,0
3844,2395,-162,2600,2600,3,3,0
3845,2385,-74,2600,2600,5,5,0
3846,1421,-11,2600,2600,6,6,0
3848,-1200,-62,-1939,-1939,8,7,0
3849,-1180,-96,-1879,-1879,8,8,0
3850,-1302,-126,-2025,-2025,6,7,0
3851,-1524,-162,-2310,-2310,6,6,0
3852,-1530,-204,-2384,-2384,3,5,0
3853,-1443,-266,-2400,-2400,1,3,0
3854,-888,-304,-1852,-1852,0,1,0
3855,-476,-327,1512,1512,-3,0,0
3856,213,-329,2246,2246,-3,0,0
3857,936,-301,2600,2600,-2,0,0
3858,1084,-267,2600,2600,-1,1,0
3859,1008,-238,2600,2600,1,3,0
3860,986,-204,2600,2600,3,5,0
3861,708,-165,2600,2600,4,5,0
3863,-1665,-205,-2600,-2600,6,8,0
3864,-2022,-257,-2600,-2600,5,8,0
3865,-2449,-321,-2600,-2600,4,7,0
3866,-2872,-401,-2600,-2600,1,4,0
3867,-2922,-504,-2600,-2600,-1,3,0
3868,-2314,-590,-2600,-2600,-3,1,0
3869,-1378,-643,-2600,-2600,-4,0,0
3870,-519,-662,-2105,-2105,-6,-3,0
3871,-87,-669,-1712,-1712,-6,-4,0
3872,628,-655,2048,2048,-7,-4,0
3873,1478,-616,2600,2600,-8,-5,0
3874,1749,-564,2600,2600,-5,-4,0
3875,1768,-511,2600,2600,-4,-1,0
3876,1713,-460,2600,2600,-2,0,0
3877,1504,-401,2600,2600,0,2,0
3879,-1513,-410,-2600,-2600,4,5,0
3880,-2232,-481,-2600,-2600,4,5,0
3881,-2278,-551,-2600,-2600,2,3,0
3882,-2388,-621,-2600,-2600,0,2,0
3883,-2550,-697,-2600,-2600,-1,0,0
3884,-2608,-788,-2600,-2600,-4,-2,0
3885,-1650,-852,-2600,-2600,-4,-2,0
3886,141,-852,-1762,-1762,-5,-5,0
3887,838,-824,1993,1993,-7,-6,0
3888,771,-809,1835,1835,-7,-6,0
3889,1207,-778,2340,2340,-5,-5,0
3890,1573,-731,2600,2600,-5,-3,0
3891,1545,-683,2600,2600,-3,-2,0
3893,918,-587,2271,2271,1,0,0
3894,-311,-578,-2120,-2120,1,2,0
3895,-1622,-624,-2600,-2600,3,3,0
3896,-2217,-691,-2600,-2600,3,1,0
3897,-2397,-763,-2600,-2600,0,0,0
3898,-2548,-839,-2600,-2600,-2,-3,0
3899,-2549,-928,-2600,-2600,-2,-3,0
3900,-1240,-979,-2600,-2600,-4,-5,0
3901,428,-967,-1678,-1678,-5,-6,0
3902,694,-943,1565,1565,-6,-8,0
3903,636,-934,-1587,-1587,-7,-8,0
3904,1274,-901,2151,2151,-6,-7,0
3905,1689,-848,2600,2600,-5,-6,0
3907,1349,-755,2382,2382,-2,-2,0
3908,1058,-709,2135,2135,0,-2,0
3909,175,-682,-1819,-1819,1,0,0
3910,-1307,-709,-2600,-2600,2,1,0
3911,-2231,-778,-2600,-2600,2,0,0
3912,-2396,-848,-2600,-2600,-1,-2,0
3913,-2549,-926,-2600,-2600,-1,-3,0
3914,-2530,-1014,-2600,-2600,-2,-4,0
3915,-1318,-1066,-2600,-2600,-4,-6,0
3917,426,-1042,-1973,-1973,-7,-8,0
3918,394,-1040,-2097,-2097,-8,-8,0
3919,1007,-1016,1587,1587,-7,-9,0
3920,1432,-970,2069,2069,-7,-10,0
3921,1319,-928,1930,1930,-7,-8,0
3922,1206,-890,1824,1824,-5,-7,0
3923,1138,-855,1780,1780,-5,-6,0
3924,996,-823,1683,1683,-3,-4,0
3925,817,-791,1534,1534,-3,-4,0
3926,334,-766,-1990,-1990,-3,-4,0
3927,-568,-773,-2600,-2600,-2,-4,0
3928,-1280,-809,-2600,-2600,-3,-4,0
3930,-1692,-915,-2600,-2600,-6,-7,0
3931,-1166,-963,-2600,-2600,-6,-7,0
3932,246,-957,-2393,-2393,-8,-9,0
3933,964,-925,-1591,-1591,-9,-11,0
3934,885,-903,-1742,-1742,-10,-10,0
3935,1152,-879,1536,1536,-9,-11,0
3936,1758,-824,2250,2250,-10,-11,0
3937,1778,-767,2301,2301,-9,-9,0
3938,1573,-717,2090,2090,-8,-9,0
3939,1404,-674,1967,1967,-5,-7,0
3940,1260,-628,1909,1909,-4,-4,0
3941,768,-589,-1585,-1585,-3,-5,0
3942,-148,-580,-2600,-2600,-3,-3,0
3944,-1738,-660,-2600,-2600,-4,-4,0
3945,-1965,-720,-2600,-2600,-6,-6,0
3946,-2058,-793,-2600,-2600,-6,-7,0
3947,-1412,-850,-2600,-2600,-7,-7,0
3948,141,-849,-2569,-2569,-8,-10,0
3949,942,-819,-1657,-1657,-9,-11,0
3950,929,-791,-1730,-1730,-11,-11,0
3951,952,-775,-1751,-1751,-10,-11,0
3952,1641,-731,2064,2064,-10,-11,0
3953,1940,-671,2425,2425,-11,-11,0
3954,1818,-614,2314,2314,-9,-10,0
3955,1636,-564,2167,2167,-7,-8,0
3957,1163,-466,1838,1838,-4,-5,0
3958,334,-439,-2034,-2034,-2,-3,0
3959,-846,-459,-2600,-2600,-2,-3,0
3960,-1626,-511,-2600,-2600,-2,-3,0
3961,-1862,-570,-2600,-2600,-5,-5,0
3962,-1926,-631,-2600,-2600,-6,-6,0
3963,-1917,-701,-2600,-2600,-6,-7,0
3965,846,-721,-1706,-1706,-9,-11,0
3966,1316,-681,1825,1825,-10,-10,0
3967,1225,-652,1682,1682,-9,-11,0
3968,1558,-615,2085,2085,-9,-9,0
3969,2006,-557,2600,2600,-7,-8,0
3970,2060,-496,2600,2600,-7,-7,0
3971,1961,-428,2600,2600,-4,-5,0
3972,1429,-369,2324,2324,-2,-3,0
3973,306,-344,-1906,-1906,-1,-2,0
3974,-1083,-375,-2600,-2600,2,-1,0
3976,-2008,-493,-2600,-2600,-2,-3,0
3977,-2066,-558,-2600,-2600,-4,-4,0
3978,-2045,-630,-2600,-2600,-4,-5,0
3979,-1326,-685,-2600,-2600,-6,-7,0
3980,437,-681,-1996,-1996,-7,-8,0
3981,1371,-639,2088,2088,-8,-9,0
3982,1379,-603,2048,2048,-9,-10,0
3983,1554,-567,2281,2281,-6,-7,0
3984,2038,-507,2600,2600,-5,-6,0
3985,2099,-441,2600,2600,-4,-5,0
3986,1868,-369,2600,2600,-2,-3,0
3988,-799,-338,-2600,-2600,1,1,0
3989,-1742,-390,-2600,-2600,2,2,0
3990,-2035,-448,-2600,-2600,0,0,0
3991,-2286,-518,-2600,-2600,-2,-1,0
3992,-2420,-594,-2600,-2600,-3,-4,0
3993,-2297,-678,-2600,-2600,-4,-4,0
3994,-998,-723,-2600,-2600,-6,-7,0
3995,718,-703,-1582,-1582,-6,-7,0
3996,1134,-666,1875,1875,-7,-8,0
3998,1453,-605,2207,2207,-7,-6,0
3999,1772,-551,2600,2600,-5,-7,0
4000,1700,-496,2600,2600,-4,-4,0
4001,1453,-442,2415,2415,-2,-3,0
4002,918,-396,1888,1888,-1,-1,0
4003,-292,-388,-2456,-2456,1,1,0
4004,-1546,-431,-2600,-2600,2,1,0
4006,-2366,-565,-2600,-2600,-1,-1,0
4007,-2545,-641,-2600,-2600,-3,-2,0
4008,-2619,-729,-2600,-2600,-3,-4,0
4009,-2021,-805,-2600,-2600,-5,-5,0
4010,-265,-822,-2600,-2600,-7,-7,0
4011,759,-796,-1692,-1692,-7,-8,0
4013,838,-762,-1752,-1752,-9,-9,0
4014,1479,-721,1972,1972,-9,-10,0
4015,1834,-663,2414,2414,-8,-8,0
4016,1705,-610,2275,2275,-8,-8,0
4017,1567,-562,2154,2154,-6,-7,0
4018,1485,-516,2149,2149,-4,-4,0
4019,1305,-463,2054,2054,-2,-3,0
4021,-1088,-452,-2600,-2600,-1,0,0
4022,-1869,-510,-2600,-2600,-1,-1,0
4023,-2021,-572,-2600,-2600,-3,-3,0
4024,-2110,-636,-2600,-2600,-4,-4,0
4025,-2189,-712,-2600,-2600,-6,-6,0
4027,143,-781,-2583,-2583,-8,-8,0
4028,1172,-746,1600,1600,-9,-9,0
4029,1156,-711,1513,1513,-10,-11,0
4030,1145,-689,-1534,-1534,-9,-9,0
4031,1781,-640,2247,2247,-8,-8,0
4032,2133,-578,2600,2600,-8,-9,0
4033,2076,-513,2600,2600,-7,-7,0
4034,1897,-454,2572,2572,-5,-5,0
4036,803,-349,1522,1522,-1,-2,0
4037,-526,-356,-2600,-2600,0,0,0
4038,-1451,-403,-2600,-2600,0,0,0
4039,-1777,-459,-2600,-2600,-1,-1,0
4040,-1917,-520,-2600,-2600,-3,-4,0
4041,-1969,-584,-2600,-2600,-4,-5,0
4043,-284,-675,-2600,-2600,-7,-7,0
4044,1298,-639,1871,1871,-8,-9,0
4045,1613,-591,2213,2213,-9,-9,0
4046,1583,-554,2173,2173,-7,-8,0
4047,2114,-493,2600,2600,-6,-6,0
4048,2316,-424,2600,2600,-4,-5,0
4049,2221,-344,2600,2600,-2,-3,0
4051,21,-264,-2152,-2152,1,0,0
4052,-1277,-302,-2600,-2600,2,2,0
4053,-1830,-360,-2600,-2600,1,1,0
4054,-1997,-422,-2600,-2600,-1,-2,0
4055,-2085,-486,-2600,-2600,-3,-3,0
4057,-1139,-611,-2600,-2600,-5,-6,0
4058,703,-597,-1650,-1650,-6,-7,0
4059,1487,-551,2245,2245,-8,-8,0
4060,1397,-517,2112,2112,-6,-8,0
4061,1672,-473,2445,2445,-7,-6,0
4063,2050,-350,2600,2600,-1,-4,0
4064,1873,-278,2600,2600,-1,0,0
4065,908,-230,1991,1991,2,0,0
4066,-783,-245,-2600,-2600,3,4,0
4067,-1902,-303,-2600,-2600,2,3,0
4068,-2335,-374,-2600,-2600,1,1,0
4069,-2510,-452,-2600,-2600,-1,-1,0
4070,-2546,-536,-2600,-2600,-2,-3,0
4072,-388,-639,-2600,-2600,-6,-5,0
4073,1114,-607,1890,1890,-6,-7,0
4074,1259,-569,2006,2006,-7,-8,0
4075,1273,-543,1988,1988,-7,-6,0
4077,2355,-417,2600,2600,-4,-4,0
4078,2302,-339,2600,2600,-2,-2,0
4079,1721,-268,2600,2600,-1,-1,0
4080,338,-241,-1667,-1667,2,2,0
4081,-1034,-270,-2600,-2600,3,4,0
4082,-1692,-322,-2600,-2600,3,3,0
4084,-2481,-454,-2600,-2600,-2,-1,0
4085,-2569,-540,-2600,-2600,-3,-3,0
4086,-2002,-618,-2600,-2600,-3,-3,0
4087,76,-627,-2282,-2282,-5,-5,0
4088,1380,-584,2231,2231,-6,-7,0
4090,1277,-515,2024,2024,-6,-6,0
4091,1955,-464,2600,2600,-5,-5,0
4092,2382,-394,2600,2600,-3,-3,0
4093,2330,-318,2600,2600,-1,-3,0
4095,174,-222,-1822,-1822,1,3,0
4096,-1194,-259,-2600,-2600,3,2,0
4097,-1557,-305,-2600,-2600,2,2,0
4098,-1784,-359,-2600,-2600,0,0,0
4099,-1920,-417,-2600,-2600,-2,-1,0
4100,-1970,-485,-2600,-2600,-3,-4,0
4102,454,-543,-1825,-1825,-5,-6,0
4103,1670,-491,2581,2581,-7,-8,0
4104,1646,-442,2512,2512,-8,-7,0
4105,1678,-404,2572,2572,-4,-5,0
4106,2280,-337,2600,2600,-3,-2,0
4108,2118,-177,2600,2600,1,1,0
4109,653,-136,1867,1867,3,3,0
4110,-1225,-167,-2600,-2600,3,4,0
4111,-2086,-231,-2600,-2600,4,4,0
4113,-2278,-375,-2600,-2600,1,0,0
4114,-2303,-446,-2600,-2600,-2,-1,0
4115,-2302,-529,-2600,-2600,-2,-2,0
4116,-1368,-587,-2600,-2600,-4,-4,0
4117,626,-577,-1563,-1563,-5,-6,0
4118,1500,-529,2442,2442,-6,-6,0
4119,1339,-494,2196,2196,-7,-6,0
4121,2142,-393,2600,2600,-2,-3,0
4122,2202,-325,2600,2600,-2,-2,0
4123,2022,-248,2600,2600,1,0,0
4124,866,-201,2061,2061,2,2,0
4126,-1569,-270,-2600,-2600,4,3,0
4127,-1737,-323,-2600,-2600,1,2,0
4128,-1840,-379,-2600,-2600,0,-1,0
4129,-1917,-440,-2600,-2600,-2,-3,0
4130,-1816,-511,-2600,-2600,-3,-4,0
4131,-500,-541,-2600,-2600,-4,-5,0
4133,1846,-446,2600,2600,-7,-7,0
4134,1712,-403,2600,2600,-5,-6,0
4135,2159,-344,2600,2600,-3,-4,0
4136,2523,-269,2600,2600,-1,-2,0
4137,2454,-181,2600,2600,0,-1,0
4138,1540,-113,2600,2600,1,2,0
4140,-1541,-158,-2600,-2600,4,5,0
4141,-1756,-214,-2600,-2600,4,4,0
4142,-1828,-263,-2600,-2600,2,2,0
4143,-2183,-329,-2600,-2600,0,-1,0
4144,-2311,-405,-2600,-2600,-2,-2,0
4146,-298,-506,-2563,-2563,-4,-5,0
4147,1318,-466,2314,2314,-6,-6,0
4148,1542,-417,2525,2525,-6,-8,0
4149,1477,-381,2412,2412,-6,-6,0
4150,2102,-329,2600,2600,-4,-4,0
4151,2692,-248,2600,2600,-2,-3,0
4152,2647,-156,2600,2600,0,-1,0
4154,-123,-66,-1972,-1972,3,4,0
4155,-1560,-113,-2600,-2600,4,4,0
4156,-1889,-173,-2600,-2600,4,4,0
4157,-1930,-232,-2600,-2600,1,1,0
4159,-2072,-361,-2600,-2600,-2,-2,0
4160,-1769,-431,-2600,-2600,-4,-3,0
4161,-151,-450,-2366,-2366,-4,-4,0
4162,1327,-408,2350,2350,-6,-6,0
4163,1406,-367,2392,2392,-7,-6,0
4164,1520,-333,2523,2523,-4,-5,0
4166,2407,-195,2600,2600,-1,0,0
4167,2233,-110,2600,2600,0,0,0
4168,958,-60,2308,2308,3,3,0
4169,-823,-73,-2600,-2600,3,5,0
4170,-1789,-130,-2600,-2600,5,5,0
4171,-1984,-193,-2600,-2600,3,4,0
4173,-2339,-327,-2600,-2600,-1,0,0
4174,-2360,-411,-2600,-2600,-1,-2,0
4175,-1623,-477,-2600,-2600,-2,-3,0
4176,307,-478,-1799,-1799,-5,-4,0
4178,1300,-402,2291,2291,-5,-5,0
4179,1597,-362,2600,2600,-4,-5,0
4180,2076,-301,2600,2600,-2,-3,0
4181,2095,-237,2600,2600,0,-1,0
4182,1933,-164,2600,2600,1,0,0
4183,999,-113,2321,2321,2,2,0
4185,-1677,-178,-2600,-2600,5,4,0
4186,-1745,-232,-2600,-2600,2,1,0
4187,-1778,-285,-2600,-2600,0,1,0
4188,-1899,-343,-2600,-2600,-1,-2,0
4189,-1892,-416,-2600,-2600,-4,-3,0
4190,-729,-454,-2600,-2600,-4,-4,0
4192,1804,-363,2600,2600,-7,-7,0
4193,1579,-324,2581,2581,-6,-5,0
4194,1987,-273,2600,2600,-3,-4,0
4195,2491,-199,2600,2600,-1,0,0
4196,2422,-111,2600,2600,0,0,0
4197,1479,-44,2600,2600,3,3,0
4199,-1782,-96,-2600,-2600,5,5,0
4200,-2094,-160,-2600,-2600,2,3,0
4201,-2208,-227,-2600,-2600,0,1,0
4202,-2315,-297,-2600,-2600,0,0,0
4203,-2275,-381,-2600,-2600,-1,-3,0
4204,-1104,-431,-2600,-2600,-3,-4,0
4205,722,-414,1685,1685,-5,-5,0
4207,1049,-352,1977,1977,-6,-5,0
4208,1680,-308,2600,2600,-2,-4,0
4209,2137,-244,2600,2600,-2,-2,0
4210,2052,-174,2600,2600,0,0,0
4211,1449,-110,2600,2600,2,1,0
4212,-185,-97,-2064,-2064,2,3,0
4214,-1992,-211,-2600,-2600,4,4,0
4215,-2040,-267,-2600,-2600,3,3,0
4216,-2411,-338,-2600,-2600,-1,0,0
4217,-2576,-423,-2600,-2600,-3,-2,0
4218,-2177,-506,-2600,-2600,-3,-3,0
4219,-267,-527,-2597,-2597,-5,-5,0
4221,1293,-449,2146,2146,-7,-7,0
4222,1288,-422,2088,2088,-7,-6,0
4223,2072,-366,2600,2600,-4,-5,0
4224,2504,-290,2600,2600,-4,-3,0
4225,2385,-206,2600,2600,-1,-2,0
4226,1686,-134,2600,2600,0,1,0
4228,-1250,-151,-2600,-2600,4,4,0
4229,-1727,-201,-2600,-2600,1,2,0
4230,-2009,-260,-2600,-2600,2,1,0
4231,-2220,-324,-2600,-2600,-2,-1,0
4232,-2391,-405,-2600,-2600,-1,-3,0
4233,-1818,-476,-2600,-2600,-3,-4,0
4235,1064,-450,1860,1860,-7,-7,0
4236,907,-424,1617,1617,-6,-7,0
4237,1082,-403,1780,1780,-6,-7,0
4238,1845,-348,2600,2600,-4,-5,0
4239,1940,-288,2600,2600,-4,-5,0
4240,1762,-230,2600,2600,-2,-3,0
4242,319,-148,-1749,-1749,2,2,0
4243,-1050,-171,-2600,-2600,2,2,0
4244,-1827,-224,-2600,-2600,2,2,0
4245,-2194,-288,-2600,-2600,0,1,0
4246,-2429,-359,-2600,-2600,-2,-1,0
4247,-2593,-445,-2600,-2600,-3,-3,0
4249,-276,-542,-2600,-2600,-5,-6,0
4250,806,-516,-1592,-1592,-7,-7,0
