#start mode=1 prof=3 force=0 gear=HEAVY kp=9600.0 kd=120.0 vkp=6200.0 vki=31.0 lb=7.5 ea=21.9 rms=0.0 dead=1500 vbat=11.1
#seq,gyro,ang_c,ml,mr,el,er,inj
1738,2131,223,2600,2600,0,-1,0
1739,2067,295,2600,2600,2,0,0
1740,1270,352,2600,2600,3,1,0
1741,-626,341,-2033,-2033,4,4,0
1742,-1588,287,-2600,-2600,7,4,0
1743,-1425,248,-2600,-2600,5,4,0
1744,-1664,207,-2600,-2600,3,1,0
1745,-2272,137,-2600,-2600,0,0,0
1747,-1340,-5,-2600,-2600,-3,-3,0
1748,481,2,1918,1918,-4,-5,0
1749,1543,51,2600,2600,-5,-5,0
1750,1776,108,2600,2600,-4,-6,0
1751,1714,152,2600,2600,-2,-2,0
1752,1951,211,2600,2600,-1,-1,0
1753,1979,275,2600,2600,1,1,0
1754,1542,339,2600,2600,3,2,0
1755,-102,351,1597,1597,3,3,0
1756,-1456,302,-2600,-2600,6,5,0
1758,-1628,211,-2600,-2600,3,2,0
1759,-2097,146,-2600,-2600,1,1,0
1760,-2102,73,-2600,-2600,-1,-1,0
1761,-1618,3,-2600,-2600,-1,-3,0
1762,95,-7,-1510,-1510,-4,-4,0
1763,1473,39,2600,2600,-4,-5,0
1764,1671,92,2600,2600,-5,-5,0
1766,1872,193,2600,2600,-1,-1,0
1767,2041,255,2600,2600,1,1,0
1768,1894,328,2600,2600,3,3,0
1769,511,362,2375,2375,3,4,0
1770,-1554,316,-2600,-2600,6,5,0
1771,-2042,247,-2600,-2600,5,6,0
1772,-1740,196,-2600,-2600,4,4,0
1773,-1851,140,-2600,-2600,1,2,0
1775,-1863,4,-2600,-2600,-2,-2,0
1776,-745,-38,-2510,-2510,-4,-4,0
1777,1278,-3,2600,2600,-6,-5,0
1778,2058,65,2600,2600,-5,-6,0
1779,1932,123,2600,2600,-5,-5,0
1780,2095,178,2600,2600,-3,-2,0
1781,2494,255,2600,2600,0,0,0
1782,2403,341,2600,2600,1,2,0
1783,1302,400,2600,2600,3,3,0
1784,-876,380,-2263,-2263,4,5,0
1785,-1725,322,-2600,-2600,4,6,0
1786,-1571,277,-2600,-2600,3,3,0
1788,-1857,164,-2600,-2600,-1,0,0
1789,-1763,96,-2600,-2600,-2,-2,0
1790,-906,49,-2600,-2600,-3,-3,0
1791,1016,74,2586,2586,-5,-5,0
1792,1805,134,2600,2600,-6,-6,0
1793,1690,177,2600,2600,-4,-4,0
1794,2105,237,2600,2600,-2,-1,0
1795,2447,312,2600,2600,0,0,0
1796,2308,399,2600,2600,0,2,0
1798,-1097,416,-2473,-2473,5,5,0
1799,-1783,355,-2600,-2600,6,6,0
1800,-1556,311,-2600,-2600,5,6,0
1801,-1899,261,-2600,-2600,2,3,0
1802,-2448,183,-2600,-2600,1,1,0
1803,-2324,98,-2600,-2600,-1,0,0
1804,-1406,35,-2600,-2600,-2,-2,0
1806,1499,94,2600,2600,-4,-5,0
1807,1468,137,2600,2600,-4,-3,0
1808,1686,181,2600,2600,-1,-1,0
1809,2071,242,2600,2600,1,0,0
1810,2101,314,2600,2600,1,3,0
1811,1355,374,2600,2600,3,3,0
1812,-697,362,-1982,-1982,4,5,0
1813,-1641,305,-2600,-2600,7,6,0
1814,-1490,262,-2600,-2600,5,6,0
1816,-2226,144,-2600,-2600,1,2,0
1817,-2135,68,-2600,-2600,-1,-1,0
1818,-1471,4,-2600,-2600,-2,-2,0
1819,397,3,1926,1926,-4,-4,0
1820,1652,57,2600,2600,-4,-4,0
1821,1672,106,2600,2600,-4,-4,0
1822,1838,157,2600,2600,-1,-1,0
1823,2087,220,2600,2600,0,0,0
1824,2043,288,2600,2600,3,1,0
1825,1494,353,2600,2600,3,3,0
1827,-1744,291,-2600,-2600,6,5,0
1828,-1672,235,-2600,-2600,6,5,0
1829,-1551,196,-2600,-2600,2,3,0
1830,-1948,136,-2600,-2600,2,0,0
1831,-1985,72,-2600,-2600,-1,-1,0
1832,-1685,1,-2600,-2600,-2,-3,0
1833,-88,-19,-1698,-1698,-4,-4,0
1834,1693,34,2600,2600,-5,-6,0
1835,2038,100,2600,2600,-4,-6,0
1837,1920,216,2600,2600,0,-1,0
1838,1981,276,2600,2600,0,0,0
1839,1939,345,2600,2600,2,2,0
1840,988,395,2600,2600,3,3,0
1841,-1085,370,-2466,-2466,5,5,0
1842,-1935,304,-2600,-2600,6,6,0
1843,-1677,256,-2600,-2600,3,4,0
1844,-1836,200,-2600,-2600,2,1,0
1845,-2025,135,-2600,-2600,0,0,0
1846,-1869,63,-2600,-2600,-1,-2,0
1847,-983,13,-2600,-2600,-3,-3,0
1849,1650,85,2600,2600,-6,-6,0
1850,1627,130,2600,2600,-4,-5,0
1851,1924,181,2600,2600,-2,-1,0
1852,2362,253,2600,2600,1,0,0
1853,2329,337,2600,2600,2,0,0
1854,1235,394,2600,2600,2,4,0
1855,-978,367,-2373,-2373,4,4,0
1856,-1791,307,-2600,-2600,6,5,0
1857,-1585,260,-2600,-2600,3,3,0
1859,-1756,153,-2600,-2600,0,-1,0
1860,-1612,92,-2600,-2600,-3,-3,0
1861,-825,47,-2571,-2571,-4,-4,0
1862,1028,69,2588,2588,-4,-5,0
1863,2030,135,2600,2600,-7,-7,0
1864,1988,196,2600,2600,-4,-5,0
1865,2092,254,2600,2600,-2,-2,0
1866,2392,327,2600,2600,0,-1,0
1867,2313,408,2600,2600,1,0,0
1868,1320,467,2600,2600,3,3,0
1869,-792,449,-2139,-2139,4,3,0
1871,-1406,350,-2600,-2600,4,4,0
1872,-1591,313,-2600,-2600,3,2,0
1873,-2291,241,-2600,-2600,1,0,0
1874,-2215,159,-2600,-2600,-1,-1,0
1875,-1438,95,-2600,-2600,-3,-2,0
1876,415,101,1956,1956,-4,-4,0
1877,1503,149,2600,2600,-5,-6,0
1879,1730,243,2600,2600,-2,-2,0
1880,1962,303,2600,2600,-1,0,0
1881,1933,365,2600,2600,1,1,0
1882,1554,430,2600,2600,2,4,0
1883,-152,442,1674,1674,4,4,0
1884,-1687,384,-2600,-2600,5,5,0
1885,-1701,326,-2600,-2600,4,7,0
1886,-1598,287,-2600,-2600,3,4,0
1887,-2150,219,-2600,-2600,1,1,0
1888,-2197,147,-2600,-2600,-1,-1,0
1890,-354,41,-1952,-1952,-4,-3,0
1891,1462,86,2600,2600,-5,-5,0
1892,1843,145,2600,2600,-5,-6,0
1893,1749,192,2600,2600,-4,-4,0
1894,2082,253,2600,2600,-3,-1,0
1895,2256,323,2600,2600,1,1,0
1896,2153,404,2600,2600,2,2,0
1897,1030,454,2600,2600,3,4,0
1898,-1071,424,-2394,-2394,5,5,0
1899,-1915,359,-2600,-2600,5,6,0
1901,-1893,252,-2600,-2600,2,2,0
1902,-2066,186,-2600,-2600,0,0,0
1903,-1899,114,-2600,-2600,-1,-2,0
1904,-1072,62,-2600,-2600,-3,-2,0
1905,800,77,2398,2398,-4,-5,0
1906,1641,133,2600,2600,-5,-6,0
1907,1500,173,2600,2600,-4,-5,0
1908,1923,225,2600,2600,-1,-2,0
1909,2369,297,2600,2600,0,0,0
1910,2324,380,2600,2600,1,2,0
1911,1225,393,2600,2600,3,3,0
1912,-1098,365,-2509,-2509,5,4,0
1914,-1650,252,-2600,-2600,3,4,0
1915,-1764,199,-2600,-2600,1,1,0
1916,-1923,137,-2600,-2600,-1,-1,0
1917,-1765,68,-2600,-2600,-2,-1,0
1918,-771,25,-2510,-2510,-4,-4,0
1919,1114,53,2600,2600,-5,-5,0
1920,1865,114,2600,2600,-6,-6,0
1921,1784,163,2600,2600,-4,-5,0
1922,2114,221,2600,2600,-2,-3,0
1923,2466,297,2600,2600,0,0,0
1924,2364,383,2600,2600,0,1,0
1926,-1026,407,-2443,-2443,4,4,0
1927,-1682,348,-2600,-2600,5,4,0
1928,-1424,306,-2600,-2600,3,3,0
1929,-1607,259,-2600,-2600,0,1,0
1930,-1808,200,-2600,-2600,-1,-2,0
1931,-1638,134,-2600,-2600,-3,-3,0
1932,-493,99,-2175,-2175,-4,-4,0
1934,2247,215,2600,2600,-5,-6,0
1935,2071,279,2600,2600,-5,-5,0
1936,2069,338,2600,2600,-2,-2,0
1937,2241,406,2600,2600,0,0,0
1938,2173,483,2600,2600,2,0,0
1939,1336,542,2600,2600,2,2,0
1940,-633,526,-1891,-1891,5,3,0
1941,-1491,475,-2600,-2600,6,5,0
1942,-1351,436,-2600,-2600,5,5,0
1943,-1601,398,-2600,-2600,3,2,0
1945,-2135,249,-2600,-2600,-1,-1,0
1946,-1444,184,-2600,-2600,-2,-2,0
1947,460,187,2111,2111,-3,-4,0
1948,1693,241,2600,2600,-6,-5,0
1949,1790,299,2600,2600,-4,-4,0
1950,1706,349,2600,2600,-1,-2,0
1951,1759,402,2600,2600,0,0,0
1952,1783,457,2600,2600,1,1,0
1953,1489,516,2600,2600,3,3,0
1954,73,534,2043,2043,4,4,0
1956,-1746,434,-2600,-2600,5,6,0
1957,-1693,390,-2600,-2600,4,3,0
1958,-2185,322,-2600,-2600,2,2,0
1959,-2252,247,-2600,-2600,-1,0,0
1960,-1913,169,-2600,-2600,-1,-2,0
1961,-425,137,-1920,-1920,-4,-3,0
1962,1324,180,2600,2600,-4,-5,0
1963,1832,239,2600,2600,-5,-5,0
1964,1798,292,2600,2600,-4,-4,0
1965,1917,346,2600,2600,-2,-1,0
1966,2164,412,2600,2600,1,1,0
1968,883,534,2600,2600,4,4,0
1969,-1192,502,-2450,-2450,4,6,0
1970,-1904,438,-2600,-2600,5,5,0
1971,-1664,388,-2600,-2600,4,4,0
1972,-1882,332,-2600,-2600,1,2,0
1973,-2081,267,-2600,-2600,-1,0,0
1974,-1978,192,-2600,-2600,-1,-2,0
1975,-1029,140,-2600,-2600,-4,-4,0
1977,1963,227,2600,2600,-6,-6,0
1978,1791,278,2600,2600,-5,-5,0
1979,2041,334,2600,2600,-2,-2,0
1980,2464,408,2600,2600,-1,-1,0
1981,2421,496,2600,2600,1,2,0
1982,1321,555,2600,2600,1,3,0
1983,-838,534,-2097,-2097,4,5,0
1984,-1703,476,-2600,-2600,4,5,0
1985,-1569,434,-2600,-2600,3,4,0
1987,-2040,311,-2600,-2600,-1,0,0
1988,-1929,238,-2600,-2600,-3,-2,0
1989,-1033,186,-2600,-2600,-4,-2,0
1990,968,208,2600,2600,-5,-6,0
1991,1845,269,2600,2600,-7,-5,0
1992,1716,315,2600,2600,-4,-5,0
1993,1968,369,2600,2600,-2,-2,0
1994,2326,440,2600,2600,-1,0,0
1995,2241,523,2600,2600,1,2,0
1996,1092,574,2600,2600,2,3,0
1998,-1734,493,-2600,-2600,4,5,0
1999,-1699,446,-2600,-2600,4,4,0
2000,-1920,385,-2600,-2600,1,2,0
2001,-1938,321,-2600,-2600,-1,-1,0
2002,-1758,253,-2600,-2600,-2,-1,0
2003,-951,204,-2573,-2573,-4,-4,0
2004,900,222,2578,2578,-4,-5,0
2005,1905,284,2600,2600,-7,-6,0
2007,2013,391,2600,2600,-2,-2,0
2008,2367,464,2600,2600,0,0,0
2009,2271,546,2600,2600,1,1,0
2010,1092,598,2600,2600,3,1,0
2011,-996,566,-2269,-2269,4,4,0
2012,-1553,512,-2600,-2600,6,6,0
2013,-1348,478,-2596,-2596,4,4,0
2014,-1804,432,-2600,-2600,3,2,0
2016,-2253,273,-2600,-2600,0,-1,0
2017,-1362,211,-2600,-2600,-2,-2,0
2018,604,221,2321,2321,-3,-4,0
2019,1549,274,2600,2600,-4,-6,0
2020,1434,316,2600,2600,-4,-3,0
2021,1640,360,2600,2600,0,-2,0
2022,2003,421,2600,2600,0,0,0
2023,1960,489,2600,2600,2,1,0
2024,1087,540,2600,2600,3,2,0
2025,-862,518,-2073,-2073,5,4,0
2026,-1563,464,-2600,-2600,7,6,0
2027,-1407,428,-2600,-2600,5,4,0
2029,-2246,305,-2600,-2600,1,0,0
2030,-2085,230,-2600,-2600,-1,-2,0
2031,-1361,168,-2600,-2600,-2,-2,0
2032,495,172,2149,2149,-4,-5,0
2033,1704,226,2600,2600,-5,-5,0
2034,1926,286,2600,2600,-3,-4,0
2035,1920,344,2600,2600,-2,-2,0
2036,1911,402,2600,2600,1,-1,0
2037,1857,463,2600,2600,2,2,0
2038,1295,518,2600,2600,2,2,0
2040,-1566,466,-2600,-2600,6,6,0
2041,-1499,423,-2600,-2600,5,4,0
2042,-1681,378,-2600,-2600,3,3,0
2043,-2160,312,-2600,-2600,1,1,0
2044,-2137,235,-2600,-2600,-1,-2,0
2045,-1497,169,-2600,-2600,-3,-2,0
2046,351,167,1981,1981,-3,-4,0
2048,1843,277,2600,2600,-4,-4,0
2049,1839,331,2600,2600,-1,-2,0
2050,1877,388,2600,2600,0,-1,0
2051,1832,449,2600,2600,2,1,0
2052,1213,501,2600,2600,3,2,0
2053,-498,497,-1686,-1686,4,3,0
2054,-1536,446,-2600,-2600,7,6,0
2055,-1480,406,-2600,-2600,4,4,0
2056,-1810,354,-2600,-2600,3,1,0
2058,-2100,209,-2600,-2600,-2,0,0
2059,-1271,149,-2600,-2600,-3,-3,0
2060,547,158,2177,2177,-4,-4,0
2061,1613,209,2600,2600,-5,-5,0
2062,1877,268,2600,2600,-4,-3,0
2063,1822,322,2600,2600,-1,-1,0
2064,1818,377,2600,2600,0,0,0
2065,1781,439,2600,2600,3,1,0
2066,953,483,2600,2600,2,3,0
2067,-824,464,-2061,-2061,6,4,0
2069,-1523,372,-2600,-2600,4,4,0
2070,-1893,315,-2600,-2600,3,2,0
2071,-2171,247,-2600,-2600,0,0,0
2072,-2015,168,-2600,-2600,-1,-2,0
2073,-970,118,-2591,-2591,-3,-3,0
2074,829,138,2488,2488,-4,-5,0
2075,1757,195,2600,2600,-4,-5,0
2077,1925,313,2600,2600,-1,-1,0
2078,1936,374,2600,2600,1,0,0
2079,1740,441,2600,2600,3,1,0
2080,403,467,2345,2345,4,3,0
2081,-1222,428,-2555,-2555,5,4,0
2082,-1486,381,-2600,-2600,6,5,0
2083,-1485,348,-2600,-2600,5,4,0
2084,-2100,283,-2600,-2600,1,1,0
2085,-2240,209,-2600,-2600,0,-1,0
2087,-457,100,-2014,-2014,-4,-4,0
2088,1067,132,2600,2600,-4,-4,0
2089,1715,187,2600,2600,-5,-6,0
2090,1878,248,2600,2600,-4,-5,0
2091,1758,297,2600,2600,-2,-1,0
2092,1882,354,2600,2600,1,0,0
2093,1912,419,2600,2600,2,1,0
2094,1160,470,2600,2600,3,4,0
2095,-703,463,-1942,-1942,4,4,0
2096,-1908,402,-2600,-2600,6,7,0
2097,-1885,341,-2600,-2600,4,4,0
2099,-1965,227,-2600,-2600,1,1,0
2100,-1930,161,-2600,-2600,-1,-2,0
2101,-1548,94,-2600,-2600,-2,-2,0
2102,-76,75,-1602,-1602,-3,-4,0
2103,1425,118,2600,2600,-6,-6,0
2104,1886,179,2600,2600,-5,-6,0
2105,1862,236,2600,2600,-3,-4,0
2107,2014,353,2600,2600,1,1,0
2108,1911,422,2600,2600,3,2,0
2109,751,463,2600,2600,3,3,0
2110,-1357,428,-2600,-2600,5,6,0
2111,-2046,359,-2600,-2600,6,6,0
2112,-1751,305,-2600,-2600,5,5,0
2113,-1809,258,-2600,-2600,2,3,0
2114,-2341,186,-2600,-2600,2,0,0
2116,-1442,37,-2600,-2600,-2,-2,0
2117,367,40,1915,1915,-3,-4,0
2118,1385,83,2600,2600,-4,-6,0
2119,1584,132,2600,2600,-2,-4,0
2120,1651,178,2600,2600,-2,-2,0
2121,1770,231,2600,2600,2,1,0
2122,1804,289,2600,2600,2,2,0
2123,1325,346,2600,2600,3,4,0
2124,-514,346,-1748,-1748,5,5,0
2126,-2046,209,-2600,-2600,6,5,0
2127,-1779,159,-2600,-2600,3,4,0
2128,-1939,99,-2600,-2600,1,1,0
2129,-1937,35,-2600,-2600,0,-1,0
2130,-1651,-32,-2600,-2600,-2,-1,0
2131,-387,-60,-2029,-2029,-3,-3,0
2133,1594,23,2600,2600,-4,-5,0
2134,1676,72,2600,2600,-4,-3,0
2135,1837,122,2600,2600,0,-2,0
2136,2099,187,2600,2600,0,1,0
2137,2019,261,2600,2600,3,2,0
2138,804,305,2600,2600,2,4,0
2139,-1376,267,-2600,-2600,6,5,0
2140,-1959,201,-2600,-2600,5,6,0
2141,-1709,152,-2600,-2600,3,3,0
2143,-1996,32,-2600,-2600,0,0,0
2144,-1864,-40,-2600,-2600,-3,-2,0
2145,-813,-83,-2600,-2600,-4,-3,0
2146,1060,-56,2549,2549,-5,-5,0
2147,1854,4,2600,2600,-5,-6,0
2148,1784,59,2600,2600,-5,-5,0
2149,1882,108,2600,2600,-2,-2,0
2150,2257,177,2600,2600,-1,0,0
2151,2226,255,2600,2600,1,1,0
2152,1393,316,2600,2600,3,3,0
2153,-751,301,-2199,-2199,3,4,0
2155,-1602,195,-2600,-2600,4,5,0
2156,-1891,146,-2600,-2600,3,3,0
2157,-2472,69,-2600,-2600,0,0,0
2158,-2392,-17,-2600,-2600,-2,0,0
2159,-1610,-86,-2600,-2600,-2,-2,0
2160,338,-87,1710,1710,-5,-4,0
2161,1610,-37,2600,2600,-6,-5,0
2162,1776,18,2600,2600,-4,-5,0
2163,1730,67,2600,2600,-4,-3,0
2164,1837,122,2600,2600,-1,-1,0
2166,1753,241,2600,2600,2,3,0
2167,759,283,2577,2577,3,3,0
2168,-1107,256,-2586,-2586,5,5,0
2169,-1803,196,-2600,-2600,6,5,0
2170,-1698,151,-2600,-2600,4,4,0
2171,-2044,87,-2600,-2600,1,3,0
2173,-1918,-59,-2600,-2600,-2,-2,0
2174,-780,-102,-2581,-2581,-3,-3,0
2175,1075,-74,2565,2565,-5,-5,0
2176,1913,-13,2600,2600,-6,-7,0
2177,1984,49,2600,2600,-5,-5,0
2178,2037,102,2600,2600,-3,-3,0
2179,2436,175,2600,2600,0,-1,0
2180,2470,257,2600,2600,2,1,0
2181,1779,332,2600,2600,1,2,0
2182,-356,335,-1705,-1705,4,5,0
2184,-1645,224,-2600,-2600,5,4,0
2185,-1584,179,-2600,-2600,2,3,0
2186,-1797,123,-2600,-2600,0,0,0
2187,-1777,64,-2600,-2600,-2,-1,0
2188,-1473,1,-2600,-2600,-3,-3,0
2189,-11,-15,-1673,-1673,-4,-4,0
2190,1647,35,2600,2600,-7,-5,0
2191,2036,101,2600,2600,-5,-6,0
2192,1921,151,2600,2600,-4,-3,0
2193,2209,217,2600,2600,-2,-2,0
2195,2033,370,2600,2600,2,2,0
2196,456,401,2280,2280,3,3,0
2197,-1377,355,-2600,-2600,4,4,0
2198,-1628,299,-2600,-2600,5,5,0
2199,-1390,263,-2600,-2600,4,4,0
2200,-1814,211,-2600,-2600,1,1,0
2202,-2033,64,-2600,-2600,-2,-1,0
2203,-902,17,-2600,-2600,-3,-4,0
2204,1159,48,2600,2600,-5,-5,0
2205,1928,111,2600,2600,-6,-6,0
2206,1822,166,2600,2600,-3,-3,0
2207,1855,220,2600,2600,-1,-2,0
2208,1964,279,2600,2600,0,1,0
2209,1919,347,2600,2600,2,3,0
2210,1025,397,2600,2600,2,3,0
2211,-1051,372,-2427,-2427,5,5,0
2212,-1859,308,-2600,-2600,6,6,0
2214,-1717,214,-2600,-2600,3,2,0
2215,-2172,145,-2600,-2600,0,0,0
2216,-2062,68,-2600,-2600,-1,0,0
2217,-1202,12,-2600,-2600,-2,-3,0
2218,676,24,2225,2225,-4,-5,0
2219,1615,76,2600,2600,-4,-5,0
2220,1627,124,2600,2600,-2,-3,0
2221,1743,173,2600,2600,-1,-2,0
2222,1878,230,2600,2600,2,1,0
2223,1841,295,2600,2600,3,2,0
2225,-1135,319,-2502,-2502,6,5,0
2226,-2092,249,-2600,-2600,6,6,0
2227,-1845,190,-2600,-2600,6,5,0
2228,-1770,139,-2600,-2600,2,2,0
2229,-1994,77,-2600,-2600,1,0,0
2230,-1927,8,-2600,-2600,-1,-2,0
2231,-1348,-52,-2600,-2600,-1,-2,0
2232,358,-55,1811,1811,-4,-5,0
2233,1682,-1,2600,2600,-4,-6,0
2235,1830,105,2600,2600,-3,-4,0
2236,2194,172,2600,2600,0,-1,0
2237,2259,244,2600,2600,2,0,0
2238,1917,319,2600,2600,2,3,0
2239,181,343,1980,1980,4,4,0
2240,-1569,293,-2600,-2600,6,5,0
2241,-1822,232,-2600,-2600,5,5,0
2242,-1623,189,-2600,-2600,4,4,0
2243,-1982,129,-2600,-2600,3,2,0
2245,-2014,-17,-2600,-2600,-2,-1,0
2246,-1051,-68,-2600,-2600,-2,-3,0
2247,672,-53,2159,2159,-4,-4,0
2248,1562,-4,2600,2600,-5,-6,0
2249,1708,48,2600,2600,-3,-4,0
2250,1780,98,2600,2600,-2,-2,0
2251,1921,157,2600,2600,0,0,0
2252,1866,217,2600,2600,1,1,0
2253,1353,274,2600,2600,2,3,0
2254,-351,280,-1684,-1684,4,5,0
2256,-1684,169,-2600,-2600,4,5,0
2257,-1689,123,-2600,-2600,3,3,0
2258,-2121,57,-2600,-2600,1,0,0
2259,-2098,-14,-2600,-2600,-2,-1,0
2260,-1632,-84,-2600,-2600,-3,-2,0
2261,27,-99,-1669,-1669,-4,-5,0
2262,1572,-51,2600,2600,-5,-6,0
2263,1990,11,2600,2600,-5,-5,0
2264,1936,72,2600,2600,-4,-4,0
2265,1848,126,2600,2600,-2,-2,0
2266,1897,182,2600,2600,1,1,0
2267,1882,247,2600,2600,2,2,0
2269,-825,292,-2236,-2236,4,5,0
2270,-2105,221,-2600,-2600,6,6,0
2271,-1975,155,-2600,-2600,3,4,0
2272,-1765,100,-2600,-2600,3,2,0
2273,-1707,46,-2600,-2600,0,-1,0
2274,-1619,-8,-2600,-2600,-2,-1,0
2275,-1286,-66,-2600,-2600,-2,-3,0
2276,111,-79,-1561,-1561,-4,-4,0
2277,1651,-28,2600,2600,-6,-7,0
2278,1979,35,2600,2600,-5,-5,0
2279,1933,90,2600,2600,-3,-4,0
2281,2178,220,2600,2600,1,0,0
2282,1968,295,2600,2600,2,1,0
2283,438,327,2207,2207,4,3,0
2284,-1380,282,-2600,-2600,5,4,0
2285,-1689,225,-2600,-2600,5,5,0
2286,-1472,187,-2600,-2600,4,3,0
2287,-1816,132,-2600,-2600,2,1,0
2288,-1998,68,-2600,-2600,0,-1,0
2289,-1797,-3,-2600,-2600,-2,-2,0
2291,972,-17,2474,2474,-5,-5,0
2292,1731,37,2600,2600,-5,-5,0
2293,1840,93,2600,2600,-2,-3,0
2294,1911,148,2600,2600,-1,-2,0
2295,2024,211,2600,2600,1,2,0
2296,1892,281,2600,2600,1,2,0
2297,590,318,2435,2435,4,4,0
2298,-1368,282,-2600,-2600,5,6,0
2300,-1646,167,-2600,-2600,4,5,0
2301,-1889,111,-2600,-2600,1,2,0
2302,-2232,40,-2600,-2600,0,0,0
2303,-2087,-38,-2600,-2600,-1,-1,0
2304,-1052,-90,-2600,-2600,-2,-3,0
2305,828,-69,2336,2336,-4,-4,0
2306,1620,-17,2600,2600,-5,-5,0
2307,1639,32,2600,2600,-4,-5,0
2308,1846,75,2600,2600,-2,-3,0
2309,2480,152,2600,2600,0,-1,0
2310,2482,237,2600,2600,1,1,0
2311,1710,310,2600,2600,2,1,0
2313,-1512,255,-2600,-2600,6,5,0
2314,-1370,211,-2600,-2600,4,4,0
2315,-1361,174,-2600,-2600,3,2,0
2316,-1676,122,-2600,-2600,1,0,0
2317,-1673,69,-2600,-2600,-2,-2,0
2318,-1481,6,-2600,-2600,-2,-2,0
2319,-220,-17,-1912,-1912,-4,-5,0
2320,1533,29,2600,2600,-5,-6,0
2321,2025,96,2600,2600,-5,-6,0
2322,1942,147,2600,2600,-4,-4,0
2324,2334,288,2600,2600,1,1,0
2325,2142,369,2600,2600,2,2,0
2326,646,407,2527,2527,3,3,0
2327,-1383,365,-2600,-2600,5,5,0
2328,-1811,303,-2600,-2600,6,5,0
2329,-1557,257,-2600,-2600,4,5,0
2330,-1891,206,-2600,-2600,3,2,0
2332,-2261,48,-2600,-2600,-2,-1,0
2333,-1318,-11,-2600,-2600,-3,-3,0
2334,778,4,2309,2309,-4,-5,0
2335,1853,62,2600,2600,-6,-6,0
2336,1939,122,2600,2600,-3,-3,0
2337,1882,178,2600,2600,-1,-1,0
2338,1935,235,2600,2600,0,0,0
2339,1939,300,2600,2600,2,0,0
2340,1270,354,2600,2600,2,3,0
2341,-463,351,-1751,-1751,5,4,0
2343,-1436,261,-2600,-2600,4,4,0
2344,-1729,211,-2600,-2600,3,3,0
2345,-2076,146,-2600,-2600,1,0,0
2346,-1997,72,-2600,-2600,-1,-2,0
2347,-1234,14,-2600,-2600,-2,-2,0
2348,625,24,2179,2179,-3,-5,0
2349,1666,77,2600,2600,-5,-5,0
2350,1824,133,2600,2600,-2,-4,0
2351,1849,189,2600,2600,0,-1,0
2352,1849,246,2600,2600,1,0,0
2353,1785,308,2600,2600,2,1,0
2354,1086,357,2600,2600,3,3,0
2356,-1622,293,-2600,-2600,6,5,0
2357,-1581,251,-2600,-2600,5,4,0
2358,-1895,195,-2600,-2600,3,2,0
2359,-2175,127,-2600,-2600,0,0,0
2360,-2083,48,-2600,-2600,-1,-2,0
2361,-1101,-5,-2600,-2600,-3,-3,0
2362,785,12,2345,2345,-4,-5,0
2363,1775,69,2600,2600,-4,-5,0
2364,2008,132,2600,2600,-3,-3,0
2365,1964,191,2600,2600,-1,-1,0
2367,1771,318,2600,2600,2,1,0
2368,581,352,2455,2455,3,3,0
2369,-1046,320,-2439,-2439,5,4,0
2370,-1415,274,-2600,-2600,5,5,0
2371,-1427,242,-2600,-2600,4,4,0
2372,-2033,178,-2600,-2600,2,2,0
2373,-2177,108,-2600,-2600,0,-1,0
2374,-1916,30,-2600,-2600,-2,-2,0
2375,-549,-4,-2213,-2213,-4,-3,0
2376,1133,26,2600,2600,-5,-5,0
2377,1890,87,2600,2600,-5,-5,0
2378,2044,154,2600,2600,-4,-5,0
2380,1912,269,2600,2600,-1,0,0
2381,1919,330,2600,2600,1,2,0
2382,1465,389,2600,2600,3,3,0
2383,-108,402,1698,1698,4,4,0
2384,-1586,357,-2600,-2600,5,6,0
2385,-1940,292,-2600,-2600,6,6,0
2387,-1924,179,-2600,-2600,2,3,0
2388,-2003,115,-2600,-2600,-1,0,0
2389,-1849,43,-2600,-2600,-3,-2,0
2390,-923,-4,-2600,-2600,-3,-2,0
2391,927,19,2505,2505,-5,-5,0
2392,1861,77,2600,2600,-6,-6,0
2393,2042,140,2600,2600,-4,-3,0
2394,2072,199,2600,2600,-2,-1,0
2395,2228,266,2600,2600,0,0,0
2396,2148,346,2600,2600,1,3,0
2397,1100,399,2600,2600,3,3,0
2398,-959,378,-2291,-2291,4,6,0
2400,-1599,263,-2600,-2600,5,5,0
2401,-1729,218,-2600,-2600,1,3,0
2402,-2232,147,-2600,-2600,1,1,0
2403,-2150,71,-2600,-2600,-2,0,0
2404,-1492,6,-2600,-2600,-3,-2,0
2405,391,4,1910,1910,-4,-3,0
2406,1700,58,2600,2600,-5,-5,0
2407,1791,115,2600,2600,-4,-3,0
2408,1665,165,2600,2600,-2,-2,0
2409,1648,213,2600,2600,0,1,0
2410,1660,264,2600,2600,1,3,0
2412,149,350,2020,2020,4,4,0
2413,-1774,292,-2600,-2600,5,7,0
2414,-2066,222,-2600,-2600,6,6,0
2415,-1863,165,-2600,-2600,4,4,0
2416,-1968,104,-2600,-2600,0,3,0
2417,-1974,41,-2600,-2600,-1,0,0
2418,-1841,-28,-2600,-2600,-2,-2,0
2419,-926,-75,-2600,-2600,-4,-3,0
2420,1061,-55,2600,2600,-5,-5,0
2421,2145,14,2600,2600,-7,-6,0
2422,2039,77,2600,2600,-4,-4,0
2424,2258,202,2600,2600,0,0,0
2425,2240,278,2600,2600,1,2,0
