#start mode=1 prof=3 force=0 gear=HEAVY kp=9600.0 kd=48.0 vkp=6200.0 vki=31.0 lb=7.5 ea=21.9 rms=0.0 dead=1500 vbat=12.1
#seq,gyro,ang_c,ml,mr,el,er,inj
0,33,0,-1587,-1587,-1,0,0
1,104,-1,-1564,-1564,-1,-1,0
2,277,5,1527,1527,0,-1,0
3,374,16,1566,1566,-1,-2,0
4,354,26,1550,1550,-2,-1,0
5,331,35,1564,1564,0,0,0
6,314,44,1578,1578,0,0,0
7,275,52,1569,1569,0,-1,0
8,221,58,1560,1560,0,0,0
9,167,63,1558,1558,0,1,0
10,110,66,1550,1550,1,0,0
11,52,67,1536,1536,1,0,0
12,16,65,1519,1519,0,0,0
13,32,65,1548,1548,1,1,0
14,58,66,1570,1570,1,0,0
15,61,67,1578,1578,0,1,0
16,22,67,1575,1575,1,1,0
17,-49,65,1551,1551,1,1,0
18,-89,61,1531,1531,1,0,0
19,-90,60,1531,1531,0,1,0
20,-211,54,-1521,-1521,1,1,0
21,-280,44,-1555,-1555,1,1,0
22,-240,35,-1546,-1546,1,0,0
23,-232,26,-1552,-1552,0,1,0
24,-172,19,-1542,-1542,0,0,0
25,-75,15,1501,1501,1,0,0
26,7,13,1518,1518,-1,0,0
27,46,13,1522,1522,0,-1,0
28,82,15,1537,1537,0,0,0
29,87,18,1559,1559,1,1,0
30,44,18,1532,1532,0,0,0
31,21,17,1515,1515,0,0,0
32,49,18,1526,1526,0,0,0
33,37,19,1527,1527,0,1,0
34,8,18,1508,1508,0,0,0
35,-6,20,1510,1510,0,1,0
36,-118,15,-1543,-1543,0,1,0
37,-110,10,-1540,-1540,0,1,0
38,-76,6,-1533,-1533,0,0,0
39,-57,4,-1531,-1531,0,0,0
40,-53,0,-1547,-1547,-1,0,0
41,-4,-1,-1528,-1528,0,0,0
42,35,-1,-1512,-1512,0,0,0
43,27,0,-1536,-1536,-2,0,0
44,1,-1,-1556,-1556,0,-1,0
45,2,-2,-1554,-1554,0,0,0
46,11,-2,-1568,-1568,-1,-1,0
47,2,-3,-1577,-1577,0,-1,0
48,-9,-4,-1587,-1587,-1,0,0
49,-12,-6,-1603,-1603,-1,-1,0
50,17,-6,-1593,-1593,-1,0,0
51,61,-7,-1584,-1584,-1,-1,0
52,190,-3,-1537,-1537,-1,-2,0
53,266,0,-1503,-1503,-1,-1,0
54,357,9,1553,1553,-1,0,0
55,397,20,1567,1567,-1,-2,0
56,396,32,1573,1573,-1,-1,0
57,394,43,1600,1600,0,0,0
58,356,53,1596,1596,0,-1,0
59,305,62,1593,1593,0,0,0
60,251,69,1585,1585,0,0,0
61,196,74,1583,1583,0,1,0
62,135,78,1564,1564,0,0,0
63,77,80,1563,1563,1,1,0
64,37,80,1555,1555,0,1,0
65,41,81,1578,1578,1,1,0
66,18,84,1566,1566,0,0,0
67,-113,79,1524,1524,2,1,0
68,-104,73,1535,1535,1,1,0
69,-34,71,1568,1568,0,1,0
70,-101,69,1545,1545,1,1,0
71,-267,59,-1535,-1535,2,0,0
72,-248,50,-1536,-1536,0,1,0
73,-214,44,-1517,-1517,1,1,0
74,-269,34,-1557,-1557,0,1,0
75,-209,25,-1549,-1549,0,0,0
76,-105,19,-1515,-1515,0,0,0
77,1,16,1524,1524,0,0,0
78,88,18,1561,1561,0,0,0
79,110,21,1568,1568,0,0,0
80,92,23,1556,1556,0,0,0
81,63,25,1540,1540,0,0,0
82,24,25,1528,1528,0,1,0
83,13,24,1516,1516,0,0,0
84,26,24,1530,1530,1,0,0
85,5,24,1515,1515,0,0,0
86,-50,22,-1507,-1507,0,1,0
87,-88,18,-1524,-1524,1,0,0
88,-91,15,-1525,-1525,1,0,0
89,-106,10,-1542,-1542,0,0,0
90,-63,6,-1532,-1532,0,0,0
91,29,5,1507,1507,0,0,0
92,67,7,1523,1523,0,0,0
93,73,8,1514,1514,0,-1,0
94,82,10,1519,1519,0,0,0
95,58,11,1508,1508,0,0,0
96,10,11,-1507,-1507,0,1,0
97,5,10,-1502,-1502,1,0,0
98,3,11,-1505,-1505,0,0,0
99,-53,7,-1548,-1548,-1,0,0
100,1,5,-1535,-1535,0,-1,0
101,67,7,-1501,-1501,0,0,0
102,38,8,-1514,-1514,0,0,0
103,-6,7,-1535,-1535,0,0,0
104,-20,5,-1562,-1562,-1,-1,0
105,2,4,-1570,-1570,-1,-1,0
106,3,4,-1564,-1564,0,0,0
107,-17,2,-1579,-1579,0,-1,0
108,-23,1,-1597,-1597,-1,-1,0
109,-5,0,-1582,-1582,0,0,0
110,24,-1,-1584,-1584,-1,-1,0
111,83,-2,-1577,-1577,-1,-2,0
112,174,1,-1537,-1537,-1,-1,0
113,209,7,-1512,-1512,-1,0,0
114,248,12,-1505,-1505,-1,-2,0
115,370,22,1558,1558,-1,-1,0
116,407,35,1584,1584,-1,-1,0
117,361,44,1566,1566,-1,-1,0
118,368,54,1597,1597,0,0,0
119,347,64,1600,1600,0,-1,0
120,296,73,1598,1598,0,0,0
121,242,80,1600,1600,1,0,0
122,184,86,1596,1596,0,1,0
123,123,89,1585,1585,1,0,0
124,59,90,1578,1578,1,1,0
125,31,89,1573,1573,1,0,0
126,28,90,1579,1579,0,1,0
127,-40,88,1552,1552,1,0,0
128,-156,83,1515,1515,2,1,0
129,-186,78,-1501,-1501,0,1,0
130,-231,71,-1517,-1517,1,1,0
131,-289,61,-1545,-1545,1,1,0
132,-303,50,-1574,-1574,0,0,0
133,-260,40,-1573,-1573,0,0,0
134,-166,33,-1543,-1543,0,0,0
135,-70,29,-1506,-1506,0,0,0
136,15,28,1526,1526,0,0,0
137,49,28,1527,1527,0,-1,0
138,64,29,1533,1533,0,0,0
139,57,30,1528,1528,0,0,0
140,38,30,1518,1518,0,0,0
141,36,31,1526,1526,1,0,0
142,8,30,1518,1518,1,0,0
143,-23,28,-1502,-1502,0,0,0
144,-4,27,1503,1503,0,0,0
145,-15,26,1504,1504,1,0,0
146,-49,23,-1508,-1508,0,1,0
147,-3,22,1507,1507,0,0,0
148,16,22,1512,1512,0,0,0
149,-25,20,-1513,-1513,0,0,0
150,20,19,1505,1505,0,0,0
151,64,21,1526,1526,0,0,0
152,14,20,-1501,-1501,0,0,0
153,27,20,1503,1503,0,0,0
154,66,22,1512,1512,0,-1,0
155,36,22,-1502,-1502,0,0,0
156,25,21,-1508,-1508,0,0,0
157,47,22,1505,1505,0,0,0
158,31,22,-1503,-1503,0,0,0
159,15,21,-1511,-1511,0,0,0
160,28,21,-1515,-1515,-1,0,0
161,31,22,-1511,-1511,0,0,0
162,15,21,-1519,-1519,0,0,0
163,19,21,-1526,-1526,0,-1,0
164,27,21,-1519,-1519,0,0,0
165,22,21,-1530,-1530,-1,0,0
166,14,20,-1540,-1540,0,-1,0
167,28,19,-1541,-1541,-1,0,0
168,66,20,-1527,-1527,0,-1,0
169,72,21,-1516,-1516,0,0,0
170,62,22,-1525,-1525,-1,0,0
171,74,23,-1523,-1523,0,-1,0
172,85,24,-1520,-1520,-1,0,0
173,87,26,-1510,-1510,0,0,0
174,100,27,-1517,-1517,-1,-1,0
175,155,30,0,0,-1,-1,0
176,219,36,1537,1537,0,-1,0
177,244,42,1554,1554,-1,0,0
178,255,49,1575,1575,0,0,0
179,249,56,1578,1578,-1,0,0
180,202,62,1570,1570,0,0,0
181,147,66,1564,1564,1,0,0
182,108,68,1551,1551,0,0,0
183,109,70,1557,1557,0,0,0
184,118,73,1577,1577,0,1,0
185,106,75,1595,1595,1,1,0
186,81,76,1592,1592,0,1,0
187,66,77,1592,1592,1,0,0
188,16,77,1583,1583,1,1,0
189,-84,73,1544,1544,1,1,0
190,-88,71,1540,1540,0,1,0
191,-123,70,1534,1534,1,1,0
192,-293,59,-1557,-1557,0,1,0
193,-300,48,-1562,-1562,1,1,0
194,-259,39,-1543,-1543,1,1,0
195,-233,30,-1552,-1552,0,0,0
196,-158,23,-1534,-1534,0,0,0
197,-55,19,1503,1503,0,0,0
198,29,18,1533,1533,0,0,0
199,61,19,1544,1544,0,0,0
200,84,21,1551,1551,0,0,0
201,78,22,1546,1546,0,0,0
202,43,23,1545,1545,1,1,0
203,13,22,1523,1523,0,0,0
204,32,22,1528,1528,0,0,0
205,32,23,1535,1535,0,1,0
206,-36,24,-1503,-1503,0,0,0
207,-128,18,-1546,-1546,0,1,0
208,-78,14,-1523,-1523,0,1,0
209,-78,11,-1529,-1529,0,0,0
210,-86,6,-1544,-1544,0,0,0
211,1,4,-1519,-1519,-1,0,0
212,60,5,1508,1508,0,0,0
213,49,7,1503,1503,0,0,0
214,10,6,-1519,-1519,0,0,0
215,2,5,-1524,-1524,0,0,0
216,15,4,-1520,-1520,0,0,0
217,14,4,-1531,-1531,-1,0,0
218,-7,3,-1541,-1541,0,0,0
219,4,2,-1546,-1546,0,-1,0
220,6,2,-1544,-1544,0,0,0
221,-7,0,-1558,-1558,0,-1,0
222,-8,0,-1567,-1567,-1,0,0
223,-4,-1,-1572,-1572,0,-1,0
224,-13,-2,-1572,-1572,0,0,0
225,-22,-4,-1574,-1574,0,0,0
226,-19,-5,-1590,-1590,-1,-1,0
227,-17,-7,-1605,-1605,0,-2,0
228,3,-9,-1609,-1609,-1,-1,0
229,52,-12,-1580,-1580,0,0,0
230,225,-7,-1512,-1512,-2,-1,0
231,309,2,1518,1518,-1,-2,0
232,296,10,1525,1525,0,-1,0
233,313,18,1534,1534,-1,-1,0
234,376,28,1588,1588,0,0,0
235,386,39,1596,1596,-1,-1,0
236,335,49,1585,1585,0,-1,0
237,279,58,1589,1589,1,0,0
238,223,64,1577,1577,0,0,0
239,165,69,1571,1571,0,1,0
240,104,71,1559,1559,1,0,0
241,63,72,1553,1553,0,1,0
242,41,72,1554,1554,1,0,0
243,-32,70,1525,1525,0,1,0
244,-65,67,1514,1514,1,0,0
245,-51,65,1534,1534,1,1,0
246,-60,62,1541,1541,1,1,0
247,-85,60,1529,1529,0,1,0
248,-150,56,-1503,-1503,0,1,0
249,-209,48,-1538,-1538,1,0,0
250,-182,41,-1531,-1531,0,1,0
251,-191,34,-1541,-1541,1,0,0
252,-179,27,-1541,-1541,1,0,0
253,-96,22,-1515,-1515,0,0,0
254,-4,20,1518,1518,0,0,0
255,36,20,1522,1522,-1,0,0
256,57,20,1529,1529,0,0,0
257,70,22,1543,1543,1,0,0
258,51,23,1530,1530,0,0,0
259,19,22,1511,1511,0,0,0
260,-4,21,-1504,-1504,0,0,0
261,-1,20,1504,1504,1,0,0
262,-8,19,-1504,-1504,0,0,0
263,-23,17,-1517,-1517,0,0,0
264,-1,16,-1509,-1509,0,0,0
265,30,17,-1506,-1506,0,-1,0
266,30,16,-1507,-1507,0,0,0
267,55,17,-1504,-1504,-1,0,0
268,60,18,1501,1501,0,0,0
269,47,19,-1514,-1514,0,-1,0
270,39,19,-1515,-1515,0,0,0
271,35,19,-1535,-1535,-1,-1,0
272,32,19,-1531,-1531,0,0,0
273,26,19,-1551,-1551,-1,-1,0
274,32,19,-1541,-1541,0,0,0
275,34,19,-1535,-1535,0,0,0
276,51,17,-1533,-1533,0,-1,0
277,124,20,0,0,-1,0,0
278,136,24,1515,1515,0,0,0
279,107,25,-1501,-1501,0,-1,0
280,140,28,1522,1522,0,0,0
281,163,34,1524,1524,-1,-1,0
282,109,37,-1501,-1501,0,-1,0
283,86,37,-1506,-1506,0,0,0
284,146,41,1535,1535,0,0,0
285,108,45,1525,1525,0,0,0
286,46,44,-1510,-1510,-1,0,0
287,94,45,1519,1519,0,0,0
288,136,50,1547,1547,0,0,0
289,76,52,1524,1524,0,0,0
290,32,52,1506,1506,0,0,0
291,38,52,1522,1522,1,0,0
292,52,52,1530,1530,0,0,0
293,62,53,1545,1545,0,1,0
294,66,54,1557,1557,0,1,0
295,59,54,1553,1553,0,0,0
296,50,55,1567,1567,1,1,0
297,48,55,1561,1561,0,0,0
298,46,56,1566,1566,0,1,0
299,41,56,1570,1570,1,0,0
300,33,56,1579,1579,1,1,0
301,9,59,1582,1582,1,1,0
302,-119,56,1519,1519,0,1,0
303,-283,46,-1559,-1559,1,1,0
304,-336,34,-1588,-1588,1,1,0
305,-255,24,-1560,-1560,0,1,0
306,-195,17,-1550,-1550,0,0,0
307,-153,11,-1547,-1547,0,0,0
308,-59,7,-1514,-1514,0,0,0
309,34,6,1513,1513,-1,0,0
310,74,8,1529,1529,0,0,0
311,61,9,1511,1511,-1,0,0
312,28,9,-1507,-1507,0,0,0
313,23,9,-1511,-1511,0,0,0
314,22,8,-1513,-1513,0,0,0
315,10,8,-1519,-1519,0,0,0
316,3,7,-1535,-1535,0,-1,0
317,15,7,-1528,-1528,0,0,0
318,17,7,-1548,-1548,-1,-1,0
319,7,6,-1549,-1549,0,0,0
320,4,5,-1568,-1568,-1,-1,0
321,2,4,-1564,-1564,0,0,0
322,0,3,-1571,-1571,0,-1,0
323,12,2,-1590,-1590,-1,-2,0
324,58,0,-1561,-1561,0,0,0
325,177,4,-1502,-1502,0,-1,0
326,194,10,0,0,-1,-1,0
327,182,13,-1513,-1513,-1,-1,0
328,279,20,1531,1531,-1,-1,0
329,335,30,1571,1571,0,-1,0
330,289,38,1558,1558,-1,0,0
331,283,45,1564,1564,0,-1,0
332,313,55,1600,1600,0,0,0
333,266,63,1594,1594,0,0,0
334,204,69,1578,1578,0,0,0
335,145,73,1571,1571,0,1,0
336,111,75,1560,1560,0,0,0
337,121,77,1581,1581,1,0,0
338,133,79,1600,1600,0,1,0
339,120,83,1607,1607,0,1,0
340,40,84,1588,1588,1,1,0
341,-109,80,1526,1526,1,1,0
342,-151,78,1517,1517,1,1,0
343,-244,70,-1533,-1533,0,1,0
344,-251,60,-1535,-1535,1,1,0
345,-243,52,-1540,-1540,0,1,0
346,-275,41,-1566,-1566,0,1,0
347,-199,33,-1548,-1548,0,0,0
348,-98,28,-1513,-1513,0,0,0
349,0,26,1525,1525,0,0,0
350,79,27,1558,1558,0,0,0
351,96,29,1543,1543,-1,-1,0
352,65,30,1527,1527,0,0,0
353,43,30,1526,1526,1,0,0
354,51,31,1528,1528,0,0,0
355,63,32,1543,1543,0,1,0
356,61,33,1539,1539,0,0,0
357,58,33,1556,1556,2,0,0
358,43,35,1544,1544,0,0,0
359,-47,32,-1506,-1506,0,0,0
360,-61,29,1501,1501,1,1,0
361,-44,29,1503,1503,0,0,0
362,-124,24,-1546,-1546,0,0,0
363,-83,19,-1535,-1535,0,0,0
364,5,18,-1508,-1508,0,-1,0
365,16,18,-1504,-1504,0,0,0
366,32,18,1501,1501,0,0,0
367,66,19,1508,1508,0,-1,0
368,62,20,-1502,-1502,-1,0,0
369,67,21,1503,1503,0,0,0
370,66,22,1506,1506,0,0,0
371,46,23,-1502,-1502,0,0,0
372,34,22,-1507,-1507,0,0,0
373,37,23,-1504,-1504,0,0,0
374,25,23,-1519,-1519,0,-1,0
375,24,23,-1518,-1518,0,0,0
376,37,23,-1509,-1509,0,0,0
377,35,23,-1508,-1508,0,0,0
378,25,23,-1512,-1512,0,0,0
379,24,23,-1512,-1512,0,0,0
380,26,23,-1520,-1520,-1,0,0
381,19,22,-1530,-1530,0,-1,0
382,17,22,-1539,-1539,-1,0,0
383,21,22,-1532,-1532,0,0,0
384,16,21,-1531,-1531,0,0,0
385,15,20,-1540,-1540,0,-1,0
386,43,20,-1532,-1532,-1,0,0
387,60,21,-1518,-1518,0,0,0
388,51,21,-1528,-1528,0,-1,0
389,62,22,-1526,-1526,-1,0,0
390,83,23,-1510,-1510,0,0,0
391,113,25,-1519,-1519,-2,-1,0
392,166,29,1519,1519,0,0,0
393,205,34,1531,1531,-1,-1,0
394,230,40,1548,1548,0,-1,0
395,229,46,1552,1552,-1,0,0
396,222,52,1565,1565,0,0,0
397,177,58,1546,1546,0,-1,0
398,120,61,1540,1540,0,1,0
399,73,62,1534,1534,1,0,0
400,65,62,1533,1533,0,0,0
401,72,63,1549,1549,0,1,0
402,61,64,1546,1546,0,0,0
403,37,64,1554,1554,1,1,0
404,31,64,1558,1558,0,1,0
405,45,64,1572,1572,1,0,0
406,58,65,1593,1593,1,1,0
407,59,65,1597,1597,1,0,0
408,38,67,1601,1601,0,2,0
409,-97,67,1546,1546,1,1,0
410,-271,56,-1557,-1557,0,0,0
411,-224,48,-1522,-1522,2,1,0
412,-204,43,-1520,-1520,0,1,0
413,-297,32,-1577,-1577,0,1,0
414,-247,22,-1564,-1564,1,0,0
415,-142,15,-1531,-1531,0,0,0
416,-36,12,1507,1507,0,0,0
417,58,12,1535,1535,0,-1,0
418,86,15,1545,1545,0,0,0
419,57,16,1527,1527,0,0,0
420,37,16,1515,1515,0,0,0
421,35,16,1511,1511,0,0,0
422,39,16,1510,1510,0,0,0
423,31,17,1515,1515,0,1,0
424,-8,15,-1509,-1509,0,0,0
425,-7,14,-1502,-1502,0,1,0
426,22,14,1508,1508,0,0,0
427,2,13,-1506,-1506,0,0,0
428,2,12,-1510,-1510,0,0,0
429,30,13,1502,1502,0,0,0
430,-10,11,-1521,-1521,0,0,0
431,-4,10,-1530,-1530,-1,0,0
432,13,10,-1522,-1522,0,0,0
433,-6,9,-1542,-1542,0,-1,0
434,-17,7,-1546,-1546,0,0,0
435,1,6,-1559,-1559,-1,-1,0
436,5,6,-1562,-1562,-1,0,0
437,-11,4,-1575,-1575,0,-1,0
438,-16,3,-1583,-1583,0,-1,0
439,-5,2,-1583,-1583,-1,0,0
440,1,0,-1596,-1596,0,-2,0
441,40,-2,-1590,-1590,-1,-1,0
442,145,0,-1548,-1548,-1,-1,0
443,245,6,1509,1509,-1,0,0
444,265,13,1508,1508,-1,-2,0
445,297,19,1533,1533,0,-1,0
446,409,31,1602,1602,-1,0,0
447,391,44,1608,1608,0,-1,0
448,333,54,1602,1602,0,0,0
449,276,62,1594,1594,0,0,0
450,222,68,1582,1582,0,0,0
451,165,73,1587,1587,1,1,0
452,118,75,1569,1569,0,0,0
453,113,77,1591,1591,1,1,0
454,93,79,1594,1594,0,1,0
455,-16,78,1557,1557,1,1,0
456,-71,75,1532,1532,1,0,0
457,-64,73,1547,1547,1,1,0
458,-133,72,1515,1515,0,1,0
459,-285,61,-1555,-1555,1,1,0
460,-252,51,-1549,-1549,0,1,0
461,-216,43,-1549,-1549,0,0,0
462,-207,35,-1541,-1541,1,1,0
463,-131,29,-1520,-1520,0,0,0
464,-45,26,1508,1508,0,0,0
465,31,25,1528,1528,-1,0,0
466,80,26,1549,1549,0,0,0
467,66,28,1539,1539,1,-1,0
468,32,28,1520,1520,0,0,0
469,12,27,1527,1527,1,1,0
470,2,26,1516,1516,0,0,0
471,-8,25,1505,1505,0,0,0
472,-17,24,1507,1507,1,0,0
473,-24,22,-1503,-1503,0,0,0
474,-23,20,-1509,-1509,0,0,0
475,-21,20,-1511,-1511,0,0,0
476,-46,17,-1528,-1528,0,0,0
477,2,15,-1511,-1511,0,0,0
478,77,17,1516,1516,0,-1,0
479,81,19,1519,1519,0,0,0
480,60,19,-1501,-1501,-1,0,0
481,63,20,1503,1503,0,0,0
482,65,21,1506,1506,0,0,0
483,47,22,-1501,-1501,0,0,0
484,35,21,-1506,-1506,0,0,0
485,41,22,-1501,-1501,0,0,0
486,35,22,-1504,-1504,0,0,0
487,24,22,-1508,-1508,0,0,0
488,35,22,-1503,-1503,0,0,0
489,36,22,-1501,-1501,0,0,0
490,21,22,-1519,-1519,0,-1,0
491,16,22,-1519,-1519,0,0,0
492,17,21,-1518,-1518,0,0,0
493,13,21,-1529,-1529,-1,0,0
494,13,20,-1547,-1547,-1,-1,0
495,16,20,-1540,-1540,0,0,0
496,15,19,-1547,-1547,0,-1,0
497,14,19,-1543,-1543,0,0,0
498,21,18,-1545,-1545,-1,0,0
499,15,17,-1554,-1554,0,-1,0
500,63,16,-1527,-1527,0,0,0
501,148,20,1503,1503,-1,-1,0
502,131,23,-1514,-1514,-1,-1,0
503,132,24,-1523,-1523,-1,-1,0
504,252,32,1553,1553,0,0,0
505,266,40,1556,1556,-1,-1,0
506,211,46,1546,1546,0,0,0
507,224,50,1565,1565,0,0,0
508,281,58,1598,1598,-1,0,0
509,238,65,1602,1602,1,0,0
510,180,71,1584,1584,0,0,0
511,124,74,1574,1574,0,1,0
512,101,75,1567,1567,0,0,0
513,111,77,1595,1595,1,1,0
514,110,79,1605,1605,0,1,0
515,83,81,1620,1620,2,1,0
516,26,83,1597,1597,0,1,0
517,-146,81,1526,1526,1,1,0
518,-311,69,-1564,-1564,0,1,0
519,-265,59,-1540,-1540,1,1,0
520,-195,54,-1513,-1513,0,1,0
521,-287,44,-1568,-1568,1,0,0
522,-275,33,-1583,-1583,0,0,0
523,-177,25,-1543,-1543,0,1,0
524,-72,21,-1515,-1515,0,-1,0
525,30,20,1526,1526,0,0,0
526,90,22,1542,1542,-1,0,0
527,82,24,1528,1528,0,-1,0
528,45,24,1510,1510,0,0,0
529,38,24,1515,1515,1,0,0
530,53,25,1531,1531,1,0,0
531,61,26,1533,1533,0,0,0
532,51,27,1526,1526,0,0,0
533,-6,26,1506,1506,1,0,0
534,-68,22,-1530,-1530,0,0,0
535,-25,21,-1505,-1505,0,1,0
536,-1,21,1502,1502,0,0,0
537,-39,18,-1520,-1520,0,0,0
538,-2,17,-1518,-1518,0,-1,0
539,61,18,1513,1513,0,0,0
540,59,19,1513,1513,0,0,0
541,44,19,1505,1505,0,0,0
542,51,20,1509,1509,0,0,0
543,42,21,1504,1504,0,0,0
544,17,20,-1508,-1508,0,0,0
545,15,19,-1511,-1511,0,0,0
546,22,19,-1508,-1508,0,0,0
547,15,19,-1511,-1511,0,0,0
548,9,18,-1515,-1515,0,0,0
549,17,18,-1522,-1522,-1,0,0
550,14,18,-1522,-1522,0,0,0
551,3,17,-1537,-1537,0,-1,0
552,2,16,-1536,-1536,0,0,0
553,9,15,-1541,-1541,-1,0,0
554,9,15,-1557,-1557,-1,-1,0
555,-4,13,-1560,-1560,0,0,0
556,15,11,-1558,-1558,0,-1,0
557,73,13,-1533,-1533,-1,0,0
558,71,15,-1526,-1526,0,0,0
559,53,14,-1549,-1549,-1,-1,0
560,87,16,-1524,-1524,0,0,0
561,129,18,-1514,-1514,-1,-1,0
562,176,22,0,0,-1,-1,0
563,220,27,1517,1517,-1,-1,0
564,268,35,1558,1558,0,0,0
565,261,42,1552,1552,-1,-1,0
566,242,48,1560,1560,0,0,0
567,228,55,1569,1569,0,0,0
568,180,61,1560,1560,0,0,0
569,123,64,1542,1542,0,0,0
570,76,65,1536,1536,0,1,0
571,69,65,1546,1546,1,0,0
572,74,67,1550,1550,0,0,0
573,55,67,1553,1553,0,1,0
574,29,67,1559,1559,1,1,0
575,23,66,1563,1563,0,1,0
576,34,66,1582,1582,2,0,0
577,19,67,1578,1578,0,1,0
578,-74,66,1545,1545,1,1,0
579,-227,59,-1533,-1533,0,1,0
580,-235,50,-1535,-1535,1,1,0
581,-181,44,-1516,-1516,0,1,0
582,-244,35,-1555,-1555,1,0,0
583,-245,26,-1576,-1576,0,0,0
584,-151,19,-1546,-1546,0,0,0
585,-49,15,-1508,-1508,0,0,0
586,47,15,1532,1532,0,0,0
587,97,17,1552,1552,0,0,0
588,80,19,1531,1531,0,-1,0
589,50,19,1515,1515,0,0,0
590,46,19,1522,1522,1,0,0
591,61,21,1527,1527,0,0,0
592,13,20,1501,1501,0,0,0
593,-23,18,-1511,-1511,1,0,0
594,9,18,1502,1502,0,0,0
595,2,18,-1505,-1505,0,0,0
596,-27,15,-1515,-1515,0,1,0
597,25,15,-1503,-1503,0,-1,0
598,44,16,1506,1506,0,0,0
599,15,15,-1510,-1510,0,0,0
600,58,16,1510,1510,0,0,0
601,76,18,1519,1519,0,0,0
602,52,18,1509,1509,0,0,0
603,39,18,1501,1501,0,0,0
604,43,19,1504,1504,0,0,0
605,23,19,-1507,-1507,0,0,0
606,2,18,-1518,-1518,0,0,0
607,-2,17,-1522,-1522,0,0,0
608,12,17,-1515,-1515,0,0,0
609,23,17,-1510,-1510,0,0,0
610,23,16,-1520,-1520,-1,0,0
611,13,16,-1524,-1524,0,0,0
612,0,15,-1540,-1540,0,-1,0
613,-13,14,-1555,-1555,-1,0,0
614,-9,13,-1570,-1570,-1,-1,0
615,4,11,-1569,-1569,0,-1,0
616,12,11,-1569,-1569,-1,0,0
617,3,8,-1569,-1569,0,0,0
618,79,8,-1546,-1546,-1,-1,0
619,132,12,-1509,-1509,0,0,0
620,98,13,-1547,-1547,-2,-1,0
621,163,16,-1523,-1523,0,-2,0
622,269,24,1538,1538,-1,0,0
623,286,31,1544,1544,-1,-1,0
624,312,38,1577,1577,0,0,0
625,356,49,1609,1609,0,-1,0
626,319,59,1601,1601,-1,0,0
627,261,67,1590,1590,0,0,0
628,205,73,1598,1598,1,1,0
629,152,76,1580,1580,0,0,0
630,125,78,1593,1593,1,1,0
631,130,81,1598,1598,0,0,0
632,117,84,1625,1625,1,2,0
633,11,84,1579,1579,0,1,0
634,-108,81,1523,1523,1,0,0
635,-174,78,1503,1503,1,1,0
636,-280,68,-1536,-1536,1,2,0
637,-276,58,-1546,-1546,0,1,0
638,-286,47,-1562,-1562,1,0,0
639,-245,38,-1553,-1553,0,1,0
640,-156,32,-1526,-1526,0,0,0
641,-101,27,-1504,-1504,0,1,0
642,-29,24,1509,1509,0,-1,0
643,58,24,1544,1544,0,0,0
644,100,26,1561,1561,0,0,0
645,91,28,1554,1554,0,0,0
646,51,29,1542,1542,1,0,0
647,23,28,1543,1543,1,1,0
648,21,28,1536,1536,0,0,0
649,2,28,1521,1521,0,0,0
650,-50,27,1509,1509,1,1,0
651,-93,22,-1522,-1522,0,0,0
652,-76,19,-1513,-1513,0,1,0
653,-89,16,-1519,-1519,1,0,0
654,-104,12,-1538,-1538,0,0,0
655,-45,8,-1528,-1528,-1,0,0
656,42,8,1509,1509,0,0,0
657,82,10,1518,1518,0,-1,0
658,51,11,1503,1503,0,0,0
659,29,11,-1509,-1509,0,0,0
660,34,11,-1517,-1517,-1,0,0
661,26,11,-1520,-1520,0,0,0
662,14,11,-1525,-1525,0,0,0
663,17,10,-1523,-1523,0,0,0
664,25,10,-1529,-1529,0,-1,0
665,18,10,-1531,-1531,0,0,0
666,9,9,-1554,-1554,-1,-1,0
667,9,9,-1550,-1550,0,0,0
668,5,8,-1568,-1568,-1,-1,0
669,-1,7,-1576,-1576,0,-1,0
670,6,6,-1577,-1577,0,-1,0
671,36,3,-1577,-1577,-1,-1,0
672,128,5,-1523,-1523,0,0,0
673,191,11,1501,1501,-1,-1,0
674,163,14,-1519,-1519,-1,-1,0
675,225,19,1506,1506,-1,-1,0
676,306,28,1557,1557,0,-1,0
677,278,37,1544,1544,-1,-1,0
678,241,42,1544,1544,0,0,0
679,281,50,1582,1582,0,0,0
680,258,58,1588,1588,0,0,0
681,201,65,1574,1574,0,0,0
682,143,69,1558,1558,0,0,0
683,91,70,1539,1539,0,0,0
684,83,71,1551,1551,0,1,0
685,95,73,1570,1570,1,0,0
686,89,75,1579,1579,0,1,0
687,62,76,1586,1586,1,1,0
688,0,75,1572,1572,1,1,0
689,-94,72,1526,1526,0,1,0
690,-152,69,-1501,-1501,1,0,0
691,-230,61,-1533,-1533,0,2,0
692,-248,52,-1560,-1560,0,0,0
693,-239,42,-1552,-1552,1,1,0
694,-168,35,-1535,-1535,0,0,0
695,-69,31,-1509,-1509,-1,0,0
696,22,29,1527,1527,0,0,0
697,70,30,1547,1547,0,0,0
698,64,32,1541,1541,0,0,0
699,40,32,1527,1527,0,0,0
700,39,32,1524,1524,0,0,0
701,55,33,1530,1530,0,0,0
702,63,34,1533,1533,0,0,0
703,42,35,1532,1532,0,1,0
704,20,34,1518,1518,0,0,0
705,39,34,1535,1535,1,0,0
706,41,35,1533,1533,0,0,0
