#start mode=1 prof=3 force=0 gear=HEAVY kp=9600.0 kd=48.0 vkp=6200.0 vki=31.0 lb=7.5 ea=21.9 rms=0.0 dead=1500 vbat=12.1
#seq,gyro,ang_c,ml,mr,el,er,inj
1630,-21,2,-1593,-1593,-1,-1,0
1631,-22,0,-1598,-1598,0,-1,0
1632,-7,-1,-1605,-1605,-1,-1,0
1633,50,-4,-1582,-1582,0,-1,0
1634,182,0,-1514,-1514,-1,0,0
1635,202,5,-1529,-1529,-2,-2,0
1636,226,10,-1509,-1509,0,-1,0
1637,337,18,1546,1546,-1,-1,0
1638,394,30,1579,1579,-1,-1,0
1639,359,40,1567,1567,0,-2,0
1640,360,50,1573,1573,-2,0,0
1641,347,61,1584,1584,0,-1,0
1642,289,69,1579,1579,0,0,0
1643,228,76,1580,1580,0,1,0
1644,165,81,1583,1583,2,0,0
1645,106,83,1562,1562,0,0,0
1646,88,84,1578,1578,0,2,0
1647,93,86,1592,1592,1,0,0
1648,76,88,1605,1605,1,1,0
1649,-38,86,1554,1554,0,1,0
1650,-148,82,1510,1510,1,1,0
1651,-189,78,1501,1501,1,1,0
1652,-272,69,-1537,-1537,1,1,0
1653,-300,58,-1561,-1561,0,1,0
1654,-314,46,-1571,-1571,1,1,0
1655,-254,36,-1553,-1553,0,1,0
1656,-161,29,-1527,-1527,0,0,0
1657,-82,25,1506,1506,0,1,0
1658,-16,23,1526,1526,0,0,0
1659,18,22,1533,1533,0,0,0
1660,44,22,1539,1539,0,0,0
1661,50,24,1538,1538,0,0,0
1662,-25,22,1506,1506,1,0,0
1663,-37,20,1511,1511,1,1,0
1664,-8,19,1517,1517,0,0,0
1665,-61,16,-1517,-1517,0,0,0
1666,-74,13,-1522,-1522,1,0,0
1667,-49,11,-1517,-1517,0,0,0
1668,-76,7,-1539,-1539,0,0,0
1669,-36,4,-1528,-1528,0,0,0
1670,48,5,0,0,0,-1,0
1671,69,7,-1501,-1501,-1,0,0
1672,41,7,-1514,-1514,0,0,0
1673,35,7,-1526,-1526,0,-1,0
1674,30,7,-1537,-1537,0,-1,0
1675,12,7,-1553,-1553,0,-1,0
1676,11,6,-1560,-1560,-1,0,0
1677,28,6,-1567,-1567,-1,-1,0
1678,37,6,-1555,-1555,0,0,0
1679,56,3,-1562,-1562,-1,-1,0
1680,174,7,-1503,-1503,0,-1,0
1681,197,14,1513,1513,0,-1,0
1682,147,17,-1520,-1520,-1,-1,0
1683,182,20,1501,1501,-1,0,0
1684,245,27,1528,1528,-1,-1,0
1685,254,35,1542,1542,0,-1,0
1686,232,42,1549,1549,0,0,0
1687,185,47,1541,1541,0,0,0
1688,172,52,1547,1547,0,0,0
1689,147,56,1555,1555,0,1,0
1690,104,58,1541,1541,0,0,0
1691,103,59,1556,1556,0,1,0
1692,117,62,1575,1575,1,0,0
1693,115,64,1597,1597,1,1,0
1694,92,66,1594,1594,0,1,0
1695,74,68,1593,1593,0,1,0
1696,19,69,1580,1580,1,1,0
1697,-112,66,1509,1509,0,0,0
1698,-213,61,-1530,-1530,1,1,0
1699,-270,51,-1557,-1557,0,2,0
1700,-200,43,-1530,-1530,0,1,0
1701,-224,35,-1550,-1550,1,0,0
1702,-211,26,-1562,-1562,0,0,0
1703,-114,21,-1520,-1520,0,1,0
1704,-24,19,1513,1513,0,0,0
1705,30,18,1512,1512,-1,-1,0
1706,69,19,1528,1528,0,0,0
1707,70,20,1527,1527,0,0,0
1708,39,21,1521,1521,1,0,0
1709,21,20,1518,1518,1,0,0
1710,38,20,1522,1522,0,0,0
1711,46,22,1534,1534,0,1,0
1712,-35,19,-1502,-1502,1,0,0
1713,-76,16,-1529,-1529,0,0,0
1714,-47,15,-1521,-1521,0,0,0
1715,-69,12,-1539,-1539,0,0,0
1716,-70,8,-1556,-1556,0,-1,0
1717,2,6,-1525,-1525,0,0,0
1718,65,8,1506,1506,0,0,0
1719,44,9,-1525,-1525,-1,-1,0
1720,20,8,-1534,-1534,0,0,0
1721,23,8,-1540,-1540,0,-1,0
1722,8,8,-1555,-1555,-1,0,0
1723,-8,6,-1580,-1580,-1,-1,0
1724,4,5,-1568,-1568,0,0,0
1725,19,5,-1565,-1565,0,-1,0
1726,22,2,-1570,-1570,-1,0,0
1727,118,3,-1526,-1526,0,-1,0
1728,194,10,-1507,-1507,-1,-2,0
1729,149,13,-1534,-1534,-1,-1,0
1730,187,16,-1511,-1511,-1,0,0
1731,296,24,1542,1542,-1,-1,0
1732,310,33,1560,1560,0,-1,0
1733,309,41,1558,1558,-1,-1,0
1734,340,51,1597,1597,0,0,0
1735,301,60,1598,1598,0,0,0
1736,240,67,1586,1586,0,0,0
1737,181,73,1571,1571,0,0,0
1738,129,75,1574,1574,1,1,0
1739,118,77,1584,1584,0,1,0
1740,123,79,1598,1598,0,1,0
1741,102,82,1610,1610,1,1,0
1742,-15,82,1559,1559,0,1,0
1743,-135,78,1522,1522,2,1,0
1744,-192,74,-1506,-1506,0,1,0
1745,-272,63,-1544,-1544,1,1,0
1746,-239,55,-1537,-1537,0,1,0
1747,-267,45,-1560,-1560,0,1,0
1748,-234,35,-1554,-1554,1,0,0
1749,-138,29,-1524,-1524,-1,1,0
1750,-41,27,1511,1511,0,0,0
1751,15,26,1530,1530,0,0,0
1752,47,25,1539,1539,0,0,0
1753,81,27,1551,1551,0,0,0
1754,72,29,1546,1546,0,0,0
1755,6,28,1509,1509,0,0,0
1756,20,27,1512,1512,0,0,0
1757,56,29,1538,1538,1,0,0
1758,25,28,1529,1529,0,1,0
1759,24,28,1524,1524,0,0,0
1760,41,29,1529,1529,0,0,0
1761,-23,28,1513,1513,2,0,0
1762,-89,23,-1527,-1527,0,0,0
1763,-47,21,-1513,-1513,0,0,0
1764,-61,19,-1516,-1516,1,0,0
1765,-101,14,-1545,-1545,0,0,0
1766,-39,11,-1523,-1523,0,0,0
1767,34,12,-1501,-1501,0,-1,0
1768,59,13,1510,1510,0,0,0
1769,49,14,-1515,-1515,-1,-1,0
1770,42,14,-1516,-1516,0,0,0
1771,37,14,-1526,-1526,0,-1,0
1772,16,14,-1544,-1544,0,-1,0
1773,3,13,-1547,-1547,0,0,0
1774,24,13,-1553,-1553,-1,-1,0
1775,39,11,-1551,-1551,-1,0,0
1776,108,12,-1521,-1521,0,-1,0
1777,166,17,1508,1508,0,-1,0
1778,130,20,-1518,-1518,-1,-1,0
1779,145,23,0,0,0,0,0
1780,182,28,1522,1522,0,-1,0
1781,139,32,1503,1503,-1,0,0
1782,114,34,-1509,-1509,0,-1,0
1783,156,39,1524,1524,0,0,0
1784,130,43,1514,1514,0,-1,0
1785,62,45,-1510,-1510,0,0,0
1786,41,43,-1525,-1525,-1,0,0
1787,119,47,1523,1523,0,0,0
1788,80,50,1502,1502,-1,0,0
1789,20,50,-1520,-1520,0,0,0
1790,24,48,-1515,-1515,0,0,0
1791,81,50,1520,1520,0,0,0
1792,55,51,1513,1513,0,0,0
1793,17,51,-1503,-1503,0,0,0
1794,22,49,1511,1511,0,1,0
1795,46,50,1523,1523,0,0,0
1796,30,50,1517,1517,0,0,0
1797,12,49,1507,1507,0,0,0
1798,27,49,1525,1525,0,1,0
1799,34,49,1527,1527,0,0,0
1800,29,49,1524,1524,0,0,0
1801,36,49,1546,1546,1,1,0
1802,44,49,1556,1556,1,0,0
1803,39,49,1559,1559,0,1,0
1804,35,49,1561,1561,0,1,0
1805,23,50,1569,1569,1,1,0
1806,-6,50,1548,1548,0,0,0
1807,-81,48,1522,1522,1,1,0
1808,-119,42,0,0,0,1,0
1809,-73,39,1529,1529,1,1,0
1810,-94,38,1528,1528,1,1,0
1811,-276,27,-1571,-1571,0,1,0
1812,-292,16,-1582,-1582,1,1,0
1813,-201,10,-1547,-1547,0,1,0
1814,-196,3,-1553,-1553,1,0,0
1815,-191,-3,-1580,-1580,-1,0,0
1816,-146,-10,-1574,-1574,0,0,0
1817,-41,-14,-1533,-1533,0,0,0
1818,51,-13,-1505,-1505,0,-1,0
1819,62,-11,-1521,-1521,-1,-1,0
1820,14,-11,-1543,-1543,0,0,0
1821,-17,-13,-1589,-1589,-2,-1,0
1822,-8,-14,-1581,-1581,0,0,0
1823,12,-15,-1589,-1589,-1,-1,0
1824,28,-17,-1595,-1595,0,-2,0
1825,86,-17,-1571,-1571,-1,0,0
1826,201,-12,-1522,-1522,-1,-1,0
1827,244,-5,-1505,-1505,-1,-1,0
1828,283,0,1502,1502,-1,-2,0
1829,385,10,1556,1556,-1,-1,0
1830,409,22,1594,1594,0,0,0
1831,372,33,1569,1569,-2,-1,0
1832,335,43,1567,1567,0,-1,0
1833,280,51,1563,1563,0,0,0
1834,222,58,1553,1553,0,0,0
1835,164,63,1561,1561,1,1,0
1836,100,65,1548,1548,1,0,0
1837,44,65,1534,1534,0,1,0
1838,31,65,1538,1538,1,0,0
1839,39,65,1551,1551,0,1,0
1840,43,65,1571,1571,1,1,0
1841,46,66,1587,1587,1,1,0
1842,-21,68,1570,1570,1,1,0
1843,-200,61,-1530,-1530,0,0,0
1844,-240,52,-1547,-1547,1,1,0
1845,-192,45,-1519,-1519,1,1,0
1846,-236,37,-1548,-1548,0,1,0
1847,-237,28,-1569,-1569,0,0,0
1848,-145,21,-1530,-1530,0,1,0
1849,-42,18,1506,1506,0,0,0
1850,54,18,1544,1544,0,0,0
1851,99,20,1561,1561,0,0,0
1852,85,22,1552,1552,0,0,0
1853,37,23,1524,1524,0,0,0
1854,15,22,1509,1509,0,0,0
1855,8,22,1513,1513,1,0,0
1856,-61,19,-1516,-1516,1,0,0
1857,-77,15,-1522,-1522,0,1,0
1858,-47,14,-1515,-1515,0,0,0
1859,-83,10,-1531,-1531,1,0,0
1860,-67,6,-1544,-1544,0,-1,0
1861,26,5,-1503,-1503,0,0,0
1862,70,7,1507,1507,-1,0,0
1863,48,8,-1504,-1504,0,0,0
1864,32,8,-1522,-1522,0,-1,0
1865,36,8,-1519,-1519,0,0,0
1866,22,8,-1525,-1525,0,0,0
1867,4,7,-1534,-1534,0,0,0
1868,20,7,-1536,-1536,0,-1,0
1869,32,7,-1528,-1528,0,0,0
1870,17,7,-1554,-1554,-1,-1,0
1871,11,6,-1552,-1552,0,0,0
1872,17,5,-1567,-1567,-1,-1,0
1873,21,5,-1558,-1558,0,0,0
1874,26,3,-1563,-1563,0,-1,0
1875,118,4,-1532,-1532,-1,-1,0
1876,195,10,1509,1509,0,-1,0
1877,146,13,-1522,-1522,-1,-1,0
1878,146,15,-1510,-1510,0,0,0
1879,212,22,1516,1516,-1,-1,0
1880,183,28,-1501,-1501,-1,-1,0
1881,145,30,-1516,-1516,0,-1,0
1882,224,35,1538,1538,0,0,0
1883,267,44,1557,1557,-1,-1,0
1884,201,49,1541,1541,0,0,0
1885,186,53,1547,1547,0,0,0
1886,208,60,1572,1572,0,0,0
1887,153,64,1566,1566,0,1,0
1888,102,66,1547,1547,0,0,0
1889,98,68,1560,1560,0,1,0
1890,109,69,1589,1589,1,1,0
1891,116,72,1603,1603,0,1,0
1892,101,74,1603,1603,1,0,0
1893,74,76,1609,1609,1,1,0
1894,-33,76,1569,1569,0,2,0
1895,-198,72,-1502,-1502,1,1,0
1896,-303,61,-1563,-1563,0,1,0
1897,-250,52,-1537,-1537,1,1,0
1898,-203,45,-1522,-1522,0,1,0
1899,-274,35,-1567,-1567,0,1,0
1900,-217,26,-1560,-1560,0,0,0
1901,-113,20,-1525,-1525,0,0,0
1902,-8,18,1515,1515,0,0,0
1903,54,19,1540,1540,0,0,0
1904,44,19,1529,1529,0,0,0
1905,60,20,1533,1533,0,0,0
1906,47,21,1534,1534,1,0,0
1907,9,20,1520,1520,1,0,0
1908,33,20,1526,1526,0,0,0
1909,39,21,1525,1525,0,0,0
1910,-72,18,-1525,-1525,1,0,0
1911,-88,14,-1541,-1541,0,0,0
1912,-37,13,-1522,-1522,0,0,0
1913,-48,10,-1533,-1533,0,0,0
1914,-23,7,-1526,-1526,0,0,0
1915,46,8,1505,1505,0,0,0
1916,64,10,-1507,-1507,-1,-1,0
1917,38,10,-1518,-1518,0,0,0
1918,37,10,-1528,-1528,0,-1,0
1919,33,10,-1526,-1526,0,0,0
1920,6,10,-1558,-1558,-1,-1,0
1921,2,8,-1566,-1566,-1,0,0
1922,19,8,-1562,-1562,0,-1,0
1923,21,8,-1555,-1555,0,0,0
1924,19,8,-1572,-1572,-1,-1,0
1925,42,4,-1556,-1556,0,0,0
1926,182,9,-1508,-1508,-1,-2,0
1927,212,16,1513,1513,0,-1,0
1928,149,19,-1524,-1524,-2,0,0
1929,192,22,0,0,0,-1,0
1930,311,31,1558,1558,-1,-1,0
1931,308,41,1568,1568,0,-1,0
1932,241,48,1555,1555,0,0,0
1933,202,53,1541,1541,-1,0,0
1934,201,59,1566,1566,1,0,0
1935,151,63,1563,1563,0,1,0
1936,102,65,1545,1545,0,0,0
1937,95,66,1557,1557,0,1,0
1938,103,68,1584,1584,1,1,0
1939,96,70,1581,1581,0,0,0
1940,68,71,1577,1577,0,1,0
1941,49,72,1595,1595,2,1,0
1942,21,73,1585,1585,0,1,0
1943,-89,74,1545,1545,1,1,0
1944,-302,63,-1566,-1566,0,1,0
1945,-287,52,-1559,-1559,1,1,0
1946,-223,44,-1537,-1537,0,1,0
1947,-258,36,-1553,-1553,1,1,0
1948,-271,25,-1581,-1581,0,0,0
1949,-178,17,-1544,-1544,0,1,0
1950,-74,13,-1508,-1508,0,0,0
1951,24,12,1509,1509,-1,-1,0
1952,75,13,1531,1531,0,0,0
1953,59,15,1522,1522,0,0,0
1954,19,14,-1501,-1501,0,0,0
1955,15,14,1504,1504,1,0,0
1956,37,14,1511,1511,0,0,0
1957,33,14,1506,1506,0,0,0
1958,26,14,1501,1501,0,0,0
1959,33,14,1511,1511,1,0,0
1960,29,14,1506,1506,0,0,0
1961,13,14,-1505,-1505,0,0,0
1962,-44,11,-1525,-1525,1,0,0
1963,-47,9,-1533,-1533,0,0,0
1964,-11,8,-1521,-1521,0,0,0
1965,-4,7,-1521,-1521,0,0,0
1966,24,6,-1520,-1520,-1,0,0
1967,53,7,-1505,-1505,0,0,0
1968,36,7,-1523,-1523,0,-1,0
1969,17,7,-1531,-1531,0,0,0
1970,15,6,-1552,-1552,-1,-1,0
1971,12,6,-1570,-1570,-1,-1,0
1972,12,5,-1563,-1563,0,0,0
1973,18,5,-1566,-1566,0,-1,0
1974,24,4,-1566,-1566,-1,0,0
1975,28,1,-1571,-1571,0,-1,0
1976,148,3,-1524,-1524,-1,-1,0
1977,230,10,1521,1521,0,-1,0
1978,175,16,-1521,-1521,-2,-1,0
1979,154,17,-1528,-1528,0,-1,0
1980,279,26,1532,1532,-1,-1,0
1981,292,35,1552,1552,0,-1,0
1982,242,41,1536,1536,-1,0,0
1983,251,47,1547,1547,0,-1,0
1984,286,56,1585,1585,0,0,0
1985,232,63,1576,1576,0,0,0
1986,165,68,1566,1566,0,1,0
1987,107,70,1545,1545,0,0,0
1988,96,71,1566,1566,1,1,0
1989,106,73,1584,1584,0,1,0
1990,103,75,1603,1603,1,1,0
1991,74,76,1587,1587,0,0,0
1992,-6,76,1564,1564,1,1,0
1993,-100,73,1539,1539,1,2,0
1994,-182,70,1509,1509,1,1,0
1995,-284,60,-1561,-1561,0,0,0
1996,-276,50,-1557,-1557,1,1,0
1997,-280,39,-1560,-1560,0,2,0
1998,-225,30,-1554,-1554,0,0,0
1999,-136,24,-1517,-1517,0,1,0
2000,-65,21,1504,1504,0,0,0
2001,-47,18,1501,1501,0,0,0
2002,17,16,1523,1523,0,0,0
2003,78,17,1547,1547,0,0,0
2004,69,20,1540,1540,0,0,0
2005,-11,18,1514,1514,1,1,0
2006,8,17,1526,1526,1,0,0
2007,19,17,1525,1525,0,0,0
2008,-52,15,-1517,-1517,0,0,0
2009,-41,12,-1509,-1509,1,0,0
2010,-21,11,-1506,-1506,0,0,0
2011,-59,8,-1532,-1532,0,0,0
2012,-6,6,-1523,-1523,0,-1,0
2013,68,7,1512,1512,0,0,0
2014,79,9,1517,1517,0,0,0
2015,56,10,1505,1505,0,0,0
2016,57,11,1505,1505,0,0,0
2017,51,11,1502,1502,0,0,0
2018,30,11,-1509,-1509,0,0,0
2019,30,11,-1510,-1510,0,0,0
2020,44,12,-1503,-1503,0,0,0
2021,36,12,-1507,-1507,0,0,0
2022,28,12,-1521,-1521,-1,0,0
2023,32,12,-1518,-1518,0,0,0
2024,28,12,-1529,-1529,0,-1,0
2025,20,12,-1530,-1530,0,0,0
2026,19,12,-1539,-1539,-1,0,0
2027,19,11,-1546,-1546,0,-1,0
2028,12,11,-1556,-1556,-1,0,0
2029,9,10,-1563,-1563,0,-1,0
2030,8,10,-1568,-1568,-1,0,0
2031,11,9,-1570,-1570,0,-1,0
2032,15,8,-1562,-1562,0,0,0
2033,24,5,-1574,-1574,-1,-1,0
2034,139,8,-1529,-1529,-1,-1,0
2035,203,13,-1503,-1503,-1,-1,0
2036,218,19,1501,1501,-1,-1,0
2037,267,24,1543,1543,0,0,0
2038,355,35,1585,1585,-1,-1,0
2039,331,45,1585,1585,0,-1,0
2040,271,53,1576,1576,0,0,0
2041,212,59,1564,1564,0,0,0
2042,154,64,1558,1558,0,1,0
2043,98,66,1538,1538,0,0,0
2044,64,66,1537,1537,0,1,0
2045,64,67,1550,1550,1,0,0
2046,54,68,1556,1556,0,1,0
2047,27,67,1562,1562,1,1,0
2048,22,67,1565,1565,0,1,0
2049,34,68,1596,1596,2,1,0
2050,-48,70,1549,1549,0,0,0
2051,-268,60,-1553,-1553,1,1,0
2052,-278,49,-1557,-1557,0,2,0
2053,-215,41,-1536,-1536,1,0,0
2054,-199,35,-1535,-1535,0,1,0
2055,-220,26,-1564,-1564,0,0,0
2056,-166,19,-1553,-1553,0,0,0
2057,-63,15,-1515,-1515,0,0,0
2058,38,14,1526,1526,0,0,0
2059,97,16,1551,1551,0,0,0
2060,80,18,1540,1540,0,0,0
2061,48,18,1521,1521,0,0,0
2062,47,19,1517,1517,0,0,0
2063,69,20,1527,1527,0,0,0
2064,72,21,1538,1538,1,0,0
2065,61,22,1550,1550,1,1,0
2066,5,23,1517,1517,0,0,0
2067,-85,19,-1523,-1523,1,0,0
2068,-78,16,-1529,-1529,0,0,0
2069,-53,14,-1523,-1523,0,0,0
2070,-90,9,-1550,-1550,0,0,0
2071,-48,6,-1536,-1536,0,0,0
2072,35,7,-1510,-1510,0,-1,0
2073,62,8,1504,1504,0,0,0
2074,50,9,-1512,-1512,-1,0,0
2075,43,9,-1524,-1524,0,-1,0
2076,42,10,-1522,-1522,0,0,0
2077,19,9,-1541,-1541,0,-1,0
2078,-4,8,-1560,-1560,-1,0,0
2079,4,7,-1562,-1562,0,-1,0
2080,10,7,-1565,-1565,-1,0,0
2081,12,6,-1568,-1568,0,-1,0
2082,14,4,-1574,-1574,-1,0,0
2083,102,5,-1534,-1534,0,-1,0
2084,152,10,-1508,-1508,0,-1,0
2085,113,11,-1537,-1537,-1,-1,0
2086,150,14,-1527,-1527,-1,-1,0
2087,241,21,1525,1525,-1,0,0
2088,241,27,1512,1512,-1,-2,0
2089,269,34,1535,1535,0,-1,0
2090,317,43,1571,1571,-1,0,0
2091,288,52,1578,1578,0,0,0
2092,227,59,1566,1566,0,0,0
2093,164,64,1549,1549,0,0,0
2094,110,66,1533,1533,0,0,0
2095,94,67,1553,1553,1,1,0
2096,102,69,1570,1570,0,1,0
2097,101,71,1582,1582,0,1,0
2098,77,72,1580,1580,1,0,0
2099,52,73,1576,1576,0,1,0
2100,-5,72,1564,1564,1,1,0
2101,-69,71,1545,1545,1,1,0
2102,-176,67,1503,1503,1,1,0
2103,-258,57,-1547,-1547,0,1,0
2104,-229,49,-1531,-1531,1,1,0
2105,-223,40,-1538,-1538,0,1,0
2106,-195,34,-1531,-1531,0,1,0
2107,-181,26,-1543,-1543,0,0,0
2108,-103,21,-1521,-1521,0,0,0
2109,-1,18,1518,1518,0,0,0
2110,70,19,1547,1547,0,0,0
2111,78,20,1547,1547,0,0,0
2112,72,22,1540,1540,0,0,0
2113,60,23,1532,1532,0,0,0
2114,50,24,1545,1545,1,1,0
2115,20,24,1533,1533,1,0,0
2116,-24,22,1505,1505,0,0,0
2117,-20,21,0,0,0,0,0
2118,-31,19,-1501,-1501,1,0,0
2119,-69,16,-1527,-1527,0,0,0
2120,-49,13,-1524,-1524,0,0,0
2121,5,12,-1504,-1504,0,0,0
2122,17,12,-1511,-1511,0,-1,0
2123,34,12,-1504,-1504,0,0,0
2124,60,13,1508,1508,0,0,0
2125,51,14,-1516,-1516,-1,-1,0
2126,33,14,-1522,-1522,0,0,0
2127,22,14,-1535,-1535,0,-1,0
2128,9,13,-1549,-1549,-1,0,0
2129,-1,12,-1571,-1571,-1,-1,0
2130,5,11,-1562,-1562,0,0,0
2131,10,11,-1564,-1564,0,-1,0
2132,10,10,-1569,-1569,-1,0,0
2133,25,7,-1568,-1568,0,-1,0
2134,140,9,-1523,-1523,-1,-1,0
2135,183,15,1502,1502,0,-1,0
2136,137,17,-1538,-1538,-2,-1,0
2137,221,22,1519,1519,0,0,0
2138,313,31,1563,1563,-1,-1,0
2139,291,41,1563,1563,0,-1,0
2140,228,47,1550,1550,0,0,0
2141,206,52,1535,1535,-1,-1,0
2142,183,58,1560,1560,1,1,0
2143,126,61,1542,1542,0,0,0
2144,81,62,1537,1537,0,1,0
2145,81,63,1550,1550,0,1,0
2146,91,65,1558,1558,0,0,0
2147,82,66,1576,1576,1,1,0
2148,59,67,1563,1563,0,0,0
2149,47,68,1586,1586,1,2,0
2150,43,68,1597,1597,1,1,0
2151,18,72,1590,1590,1,0,0
2152,-171,66,-1503,-1503,0,1,0
2153,-264,56,-1547,-1547,1,1,0
2154,-238,47,-1544,-1544,0,1,0
2155,-196,39,-1531,-1531,0,1,0
2156,-140,35,-1519,-1519,0,0,0
2157,-114,29,-1521,-1521,0,0,0
2158,-47,26,1501,1501,0,0,0
2159,41,25,1537,1537,0,0,0
2160,73,26,1548,1548,0,0,0
2161,66,27,1541,1541,0,0,0
2162,48,28,1530,1530,0,0,0
2163,47,29,1537,1537,1,0,0
2164,30,29,1544,1544,1,1,0
2165,-30,27,1508,1508,0,0,0
2166,-55,25,-1510,-1510,0,0,0
2167,-64,23,-1512,-1512,1,0,0
2168,-82,19,-1529,-1529,0,0,0
2169,-88,15,-1541,-1541,0,0,0
2170,-44,12,-1527,-1527,0,0,0
2171,23,12,-1508,-1508,0,-1,0
2172,44,13,1502,1502,0,0,0
2173,28,13,-1517,-1517,-1,0,0
2174,23,12,-1529,-1529,0,-1,0
2175,17,12,-1530,-1530,0,0,0
2176,-6,11,-1550,-1550,0,-1,0
2177,-12,10,-1571,-1571,-1,-1,0
2178,4,9,-1568,-1568,-1,0,0
2179,12,9,-1569,-1569,0,-1,0
2180,11,7,-1574,-1574,-1,0,0
2181,77,5,-1547,-1547,0,-1,0
2182,193,11,-1508,-1508,-1,-2,0
2183,165,16,-1506,-1506,0,0,0
2184,140,17,-1537,-1537,-2,-1,0
2185,249,24,1524,1524,0,-1,0
2186,309,33,1554,1554,-1,-1,0
2187,290,40,1555,1555,0,-1,0
2188,320,49,1581,1581,-1,0,0
2189,306,59,1595,1595,0,0,0
2190,246,66,1584,1584,0,0,0
2191,186,72,1569,1569,0,0,0
2192,135,75,1574,1574,1,1,0
2193,125,77,1585,1585,0,1,0
2194,133,79,1612,1612,1,1,0
2195,125,82,1608,1608,0,0,0
2196,73,85,1594,1594,0,1,0
2197,-52,83,1568,1568,2,2,0
2198,-140,81,1525,1525,0,1,0
2199,-258,73,-1528,-1528,1,1,0
2200,-282,63,-1559,-1559,0,0,0
2201,-276,53,-1545,-1545,1,2,0
2202,-280,42,-1560,-1560,0,1,0
2203,-201,34,-1541,-1541,0,0,0
2204,-115,29,-1514,-1514,0,0,0
2205,-73,25,-1507,-1507,0,0,0
2206,2,23,1521,1521,0,0,0
2207,60,23,1543,1543,0,0,0
2208,76,25,1547,1547,0,0,0
2209,49,26,1531,1531,0,0,0
2210,33,26,1519,1519,0,0,0
2211,42,26,1521,1521,0,0,0
2212,56,26,1536,1536,1,0,0
2213,49,28,1550,1550,1,1,0
2214,-14,26,1513,1513,0,0,0
2215,-80,24,-1516,-1516,1,0,0
2216,-85,20,-1527,-1527,0,0,0
2217,-80,17,-1533,-1533,0,0,0
2218,-103,12,-1553,-1553,0,0,0
2219,-55,9,-1537,-1537,0,0,0
2220,20,9,-1514,-1514,0,-1,0
2221,47,10,-1501,-1501,0,0,0
2222,43,10,-1514,-1514,-1,0,0
2223,42,10,-1523,-1523,0,-1,0
2224,34,11,-1534,-1534,0,-1,0
2225,8,10,-1563,-1563,-1,-1,0
2226,-3,9,-1574,-1574,-1,0,0
2227,14,8,-1570,-1570,0,-1,0
2228,36,6,-1564,-1564,-1,0,0
2229,146,7,-1513,-1513,0,-1,0
2230,221,15,1508,1508,-1,-2,0
2231,172,19,-1521,-1521,-1,-1,0
2232,210,22,1504,1504,-1,0,0
2233,320,32,1568,1568,0,-1,0
2234,314,42,1567,1567,-1,-1,0
2235,251,49,1557,1557,0,0,0
2236,217,55,1556,1556,0,0,0
2237,193,61,1560,1560,0,0,0
2238,139,65,1555,1555,0,1,0
2239,92,66,1539,1539,0,0,0
2240,90,67,1563,1563,1,1,0
2241,96,69,1567,1567,0,0,0
2242,82,71,1573,1573,0,1,0
2243,53,71,1578,1578,1,1,0
2244,35,71,1585,1585,1,1,0
2245,10,72,1576,1576,0,1,0
2246,-118,72,1527,1527,1,1,0
2247,-302,60,-1580,-1580,0,0,0
2248,-254,50,-1544,-1544,1,2,0
2249,-202,43,-1527,-1527,0,1,0
2250,-230,36,-1548,-1548,1,0,0
2251,-245,26,-1565,-1565,0,1,0
2252,-163,19,-1543,-1543,0,0,0
2253,-55,15,-1504,-1504,0,0,0
2254,42,14,1524,1524,0,-1,0
2255,85,16,1532,1532,-1,0,0
2256,56,18,1517,1517,0,0,0
2257,19,17,-1503,-1503,0,0,0
2258,22,16,1506,1506,1,0,0
2259,41,17,1513,1513,0,0,0
2260,32,17,1506,1506,0,0,0
2261,24,17,1510,1510,1,0,0
2262,32,17,1511,1511,0,0,0
2263,27,17,1505,1505,0,0,0
2264,-10,16,-1515,-1515,0,0,0
2265,-57,13,-1532,-1532,1,0,0
2266,-26,11,-1521,-1521,0,0,0
2267,-18,10,-1523,-1523,0,0,0
2268,-19,8,-1526,-1526,0,0,0
2269,35,8,-1513,-1513,-1,0,0
2270,46,9,-1507,-1507,0,0,0
2271,18,9,-1531,-1531,0,-1,0
2272,8,8,-1536,-1536,0,0,0
2273,3,7,-1557,-1557,-1,-1,0
2274,-4,6,-1577,-1577,-1,-1,0
2275,3,5,-1569,-1569,0,0,0
2276,14,5,-1568,-1568,0,-1,0
2277,14,4,-1572,-1572,-1,0,0
2278,34,1,-1569,-1569,0,-1,0
2279,172,4,-1512,-1512,-1,-1,0
2280,204,11,0,0,-1,-1,0
2281,148,14,-1535,-1535,-1,-1,0
2282,224,18,-1502,-1502,-1,-1,0
2283,353,28,1574,1574,0,-1,0
2284,332,39,1567,1567,-1,-1,0
2285,279,45,1550,1550,0,-1,0
2286,333,54,1589,1589,-1,0,0
2287,330,64,1609,1609,0,0,0
2288,268,73,1598,1598,0,0,0
2289,200,79,1591,1591,1,0,0
2290,139,82,1579,1579,0,1,0
2291,118,84,1585,1585,1,0,0
2292,127,86,1613,1613,0,2,0
2293,126,90,1633,1633,1,1,0
2294,47,92,1593,1593,0,0,0
2295,-119,87,1534,1534,2,1,0
2296,-183,84,1513,1513,0,2,0
2297,-283,76,-1533,-1533,1,1,0
2298,-321,65,-1553,-1553,1,1,0
2299,-332,53,-1572,-1572,0,1,0
