record_time_s,sim_time_s,target_forward_speed_m_s,target_yaw_rate_rad_s,position_x_m,position_y_m,position_z_m,estimated_pitch_deg,truth_pitch_deg,estimated_pitch_rate_deg_s,truth_pitch_rate_deg_s,truth_yaw_deg,estimated_yaw_rate_deg_s,truth_yaw_rate_deg_s,estimated_forward_speed_m_s,truth_forward_speed_m_s,left_wheel_speed_rad_s,right_wheel_speed_rad_s,left_motor_torque_nm,right_motor_torque_nm,contact_count,controller_mode
0.002,12.45800000000083,0.0,0.0,0.1784285241259447,0.00046434237806624765,0.15010005470759194,-2.2173274003608587,-2.209651217751649,-0.29375512691111505,1.0112637011862464,0.3804770667117563,-0.3418276703715697,0.004580809764070202,0.011239911419163315,0.005422676394927063,-0.0007618339455948749,-0.0002837275640699636,-0.23739886477724134,-0.23108673782708802,4,FREE
0.01,12.466000000000832,0.0,0.0,0.1784519779771551,0.00046446854322599614,0.15009849454905988,-2.2142007796417045,-2.196383024393108,0.3047042816967349,1.737504874210159,0.3806207699335242,0.6089903340379225,0.018394321461832324,0.006705410092572856,0.0026169496154284187,-0.02709636897354552,-0.026345139551723545,-0.20573448495629584,-0.20365262015227628,4,FREE
0.020000000000000004,12.476000000000836,0.0,0.0,0.17846758887071124,0.0004645384788941506,0.1500976054984746,-2.200174618034684,-2.1762515061192698,1.689056738726236,2.066490924053906,0.38096962499488235,0.27945332278195734,0.04213864036391133,0.003966927667925579,0.0013524236257399626,-0.03337224235315141,-0.03215932734987411,-0.14910698078445336,-0.15462321352053973,4,FREE
0.030000000000000013,12.486000000000839,0.0,0.0,0.17848348038100406,0.0004645868361487228,0.15009699934634016,-2.1803645631174433,-2.1561515068169954,2.6884743017330504,1.988597833313938,0.38110848216273707,-0.11908148740115047,0.007432380021241796,0.0016371245845192312,0.0016730201805671447,-0.027795934181092,-0.027688416677067687,-0.14125154363119474,-0.14354291187848411,4,FREE
0.04000000000000002,12.496000000000842,0.0,0.0,0.17851316662807185,0.0004647169764683704,0.15009585071810097,-2.1600505470617777,-2.1395362740477006,1.671590850842406,1.5082055257096432,0.3810696151944608,0.20362490575638353,-0.007786963814825142,0.0008513492872389884,0.0035609337564142815,-0.0006776263293733088,-0.0011201186423924524,-0.09589960953167792,-0.09906729613606957,4,FREE
0.05000000000000003,12.506000000000846,0.0,0.0,0.17858191363257522,0.0004651035323027883,0.15009282653003872,-2.1421889051277647,-2.1329098724207833,0.981620574211262,0.4216856233320832,0.3808610105874442,1.1246223993770716,-0.02461886535096123,0.0037519551848959726,0.007797643669321602,0.048268558277981176,0.047226433465783056,-0.07701761503628989,-0.08090965035667515,4,FREE
0.06000000000000004,12.51600000000085,0.0,0.0,0.1787022109431848,0.00046584644955274503,0.15008711336856748,-2.1332714488360827,-2.1394859974780984,0.5584392642102303,-0.9853681388434158,0.38070162592975365,0.01612035681107355,-0.007040503232285863,0.006064240240026468,0.01327407992034281,0.10190915098944045,0.10115736595815905,-0.11382941270649842,-0.12553318689869614,4,FREE
0.07000000000000005,12.526000000000852,0.0,0.0,0.17885616849466945,0.00046679732883333515,0.15007933159557071,-2.1372931865824047,-2.1546391597520502,-0.9481164785503595,-1.6835902861414398,0.38019296097626853,0.00868634517161734,-0.05765906345336897,0.012211200321180267,0.016013589716944755,0.13787593572697088,0.13573019642472864,-0.07322393488817726,-0.07645489154441314,4,FREE
0.08000000000000006,12.536000000000856,0.0,0.0,0.17904842144080968,0.00046801245117349436,0.15006939072712522,-2.1507621816726834,-2.1796051939389067,-0.6513982721608823,-2.6131650606144867,0.3796070527930546,-0.7475836178540217,-0.05654286613178499,0.014332919746857612,0.019629663455640652,0.16924760945121042,0.16727695122221833,-0.1286145724097675,-0.1300497212506391,4,FREE
0.09000000000000007,12.54600000000086,0.0,0.0,0.17923560121730883,0.0004692230604448937,0.15005922269900876,-2.1742146960184354,-2.203202460850171,-2.400525688325121,-2.1507240521147004,0.37934771992419436,-0.6245299122409066,-0.010787540201429776,0.019367018905257216,0.01786252364075442,0.13550461624829965,0.13570514495318542,-0.22542328451620308,-0.21544133791046483,4,FREE
0.10000000000000007,12.556000000000862,0.0,0.0,0.1794032589115324,0.00047032703352820206,0.15004991648675123,-2.1993189632584786,-2.221751270586161,-2.476403821331168,-1.8863963122689607,0.37960296420880013,0.3561640706958388,0.0329503700371783,0.01914782100146433,0.01683688862327141,0.1224210857176409,0.12407732946349456,-0.2350079920673377,-0.2253992412999598,4,FREE
0.11000000000000008,12.566000000000866,0.0,0.0,0.17953310470792436,0.00047118324844431836,0.1500424598826023,-2.2184550422950213,-2.230555432767288,-2.2627842697223053,-0.6069070884777461,0.3802673585563201,-0.42560913475864703,0.07293598201999914,0.01623955515905138,0.01188796113638108,0.06386916529143119,0.06662467469668472,-0.26009680325299656,-0.25548642133981725,4,FREE
0.12000000000000009,12.57600000000087,0.0,0.0,0.179611448961705,0.0004716736082594061,0.1500377458983335,-2.229994602926323,-2.2260964298298322,-1.1334957243916182,0.6035675810907414,0.38100182126918797,-0.2748197946661738,0.07001994546969759,0.012675236744272149,0.007197309794216681,0.022442627531933015,0.02477801947560612,-0.19145891765055736,-0.19208931042752006,4,FREE
0.1300000000000001,12.586000000000872,0.0,0.0,0.17965383311358904,0.0004718961065886755,0.15003518867624085,-2.2275336047840146,-2.212393047794216,0.8160521477932933,1.6387507422168002,0.3815731883200489,0.1590600692977429,0.05393455376832671,0.008229267634378215,0.003187427409635094,-0.027245962579617436,-0.025450126732728715,-0.2396908751482075,-0.23956331317209315,4,FREE
0.1400000000000001,12.596000000000876,0.0,0.0,0.17966473618826878,0.0004718907424607181,0.15003455267826343,-2.216208576867002,-2.1905772836566664,1.677772437030905,2.3202590404961754,0.38195294455534934,0.5418554183727119,0.03198368329437685,0.004122106484696879,0.0005514432258059203,-0.040287418741395555,-0.039280622662643046,-0.13190981617995007,-0.13242393756172727,4,FREE
0.1500000000000001,12.60600000000088,0.0,0.0,0.17968339253070495,0.00047193317206290376,0.15003396423890827,-2.1950699967207616,-2.170762514431722,1.996371678267152,1.8787418677584595,0.3821875659839659,1.219029601096297,0.01979258478570993,0.0012266173609945695,0.00226028719436937,-0.01765300485817116,-0.017160922951111927,-0.10795583708272992,-0.11094057890524907,4,FREE
